Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD4462,9.5,Low Sugar,0.01,Snack Foods,111.24,OUT002,1998,Small,Tier 3,Food Mart,2008.6
FD4814,11.46,Regular,0.038,Fruits and Vegetables,106.69,OUT001,1987,High,Tier 2,Supermarket Type1,2359.34
FD8339,12.79,Low Sugar,0.097,Dairy,141.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3362.77
NC6689,14.28,No Sugar,0.084,Health and Hygiene,148.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3856.98
NC6662,12.88,No Sugar,0.017,Health and Hygiene,140.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3364.81
NC2023,13.3,No Sugar,0.046,Household,152.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3720.57
FD1712,8.01,Low Sugar,0.138,Meat,97.48,OUT002,1998,Small,Tier 3,Food Mart,1389.63
NC4592,12.42,No Sugar,0.061,Household,164.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3751.21
FD4126,12.45,Low Sugar,0.038,Snack Foods,160.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3688.14
FD6874,11.83,Regular,0.128,Frozen Foods,139.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3103.13
FD2149,12.78,Regular,0.058,Frozen Foods,148.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3511.1
FD5328,10.78,Regular,0.128,Snack Foods,170.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3506.27
DR371,11.43,Low Sugar,0.028,Soft Drinks,174.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3733.46
FD1012,13.55,Low Sugar,0.186,Baking Goods,66.75,OUT002,1998,Small,Tier 3,Food Mart,2014.05
FD1014,14.99,Regular,0.061,Fruits and Vegetables,150.68,OUT001,1987,High,Tier 2,Supermarket Type1,4055.15
FD1270,12.42,Regular,0.016,Starchy Foods,136.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3177.62
NC2905,14.47,No Sugar,0.042,Household,145.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3823.42
FD1054,14.11,Regular,0.044,Snack Foods,160.03,OUT001,1987,High,Tier 2,Supermarket Type1,4048.68
NC625,13.65,No Sugar,0.077,Household,187.98,OUT001,1987,High,Tier 2,Supermarket Type1,4516.13
FD7946,13.07,Low Sugar,0.167,Fruits and Vegetables,182.56,OUT003,1999,Medium,Tier 1,Departmental Store,4274.17
FD7406,12.39,Regular,0.055,Canned,114.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,2730.21
FD90,13.08,Low Sugar,0.128,Meat,146.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,4334.63
FD2903,8.49,Low Sugar,0.199,Baking Goods,138.99,OUT001,1987,High,Tier 2,Supermarket Type1,2347.94
FD382,14.39,Low Sugar,0.047,Fruits and Vegetables,158.65,OUT001,1987,High,Tier 2,Supermarket Type1,3058.74
FD4615,12.22,Regular,0.148,Baking Goods,126.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,2934.49
FD5795,16.69,Low Sugar,0.065,Breads,179.87,OUT003,1999,Medium,Tier 1,Departmental Store,5037.39
FD2124,10.99,Low Sugar,0.057,Breakfast,145,OUT004,2009,Medium,Tier 2,Supermarket Type2,3035.09
FD6825,12.9,Low Sugar,0.15,Dairy,129.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3157.23
FD3225,10.62,Low Sugar,0.107,Snack Foods,132.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,2701.28
FD8287,16.47,Low Sugar,0.126,Fruits and Vegetables,141.35,OUT001,1987,High,Tier 2,Supermarket Type1,4199.05
FD7170,12.39,Low Sugar,0.014,Baking Goods,149.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3444.58
NC6101,14.56,No Sugar,0.025,Household,134.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3628.13
DR3327,7.42,Low Sugar,0.044,Soft Drinks,75.01,OUT002,1998,Small,Tier 3,Food Mart,796.05
FD1645,13.19,Low Sugar,0.047,Dairy,113.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2892.56
FD2820,13.4,Low Sugar,0.018,Fruits and Vegetables,219.77,OUT003,1999,Medium,Tier 1,Departmental Store,5109.59
FD476,12.88,Low Sugar,0.171,Frozen Foods,129.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2994.95
FD5435,13.09,Low Sugar,0.01,Fruits and Vegetables,192.72,OUT003,1999,Medium,Tier 1,Departmental Store,4486.85
NC4362,9.24,No Sugar,0.03,Household,128.9,OUT001,1987,High,Tier 2,Supermarket Type1,2311.73
DR7473,14.02,Low Sugar,0.128,Soft Drinks,182.28,OUT003,1999,Medium,Tier 1,Departmental Store,4482.93
FD2602,18.95,Low Sugar,0.015,Frozen Foods,222.53,OUT003,1999,Medium,Tier 1,Departmental Store,6421.79
FD117,9.19,Regular,0.032,Fruits and Vegetables,140.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,4219.55
DR1920,12.01,Regular,0.105,Soft Drinks,146,OUT004,2009,Medium,Tier 2,Supermarket Type2,3287.09
NC7863,12.7,No Sugar,0.076,Household,209.05,OUT001,1987,High,Tier 2,Supermarket Type1,4732.79
DR2897,10.5,Low Sugar,0.036,Hard Drinks,144.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2921.44
FD4313,15.66,Low Sugar,0.085,Canned,182.96,OUT001,1987,High,Tier 2,Supermarket Type1,4867.98
FD3972,8.15,Low Sugar,0.065,Fruits and Vegetables,99.78,OUT002,1998,Small,Tier 3,Food Mart,1467.89
NC6463,10.55,No Sugar,0.159,Household,139.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,2814.49
NC6376,10.23,No Sugar,0.011,Health and Hygiene,111.45,OUT002,1998,Small,Tier 3,Food Mart,2177.77
FD726,11.16,Regular,0.055,Meat,170.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3601.55
FD4441,12.53,Low Sugar,0.128,Fruits and Vegetables,134.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3163.91
NC710,10.68,No Sugar,0.106,Household,102.64,OUT002,1998,Small,Tier 3,Food Mart,2098.85
NC5513,11.52,No Sugar,0.066,Others,109.74,OUT001,1987,High,Tier 2,Supermarket Type1,2433.52
FD1349,13.73,Regular,0.07,Breakfast,142.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3603.12
FD1085,11.33,Regular,0.026,Snack Foods,110.96,OUT001,1987,High,Tier 2,Supermarket Type1,2416.29
FD2532,11.41,Low Sugar,0.128,Fruits and Vegetables,165.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3559.26
FD6991,11.03,Low Sugar,0.058,Frozen Foods,155.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3262.74
NC7008,11.22,No Sugar,0.233,Household,131.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2807.71
NC4394,12.1,No Sugar,0.017,Household,115.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,2688.61
FD472,10.85,Low Sugar,0.142,Fruits and Vegetables,106.03,OUT001,1987,High,Tier 2,Supermarket Type1,3254.88
FD8396,12.08,Low Sugar,0.011,Fruits and Vegetables,143.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3259.38
NC4218,17.14,No Sugar,0.105,Household,167.24,OUT003,1999,Medium,Tier 1,Departmental Store,4880.83
FD54,7.21,Low Sugar,0.041,Snack Foods,142.57,OUT002,1998,Small,Tier 3,Food Mart,1527.71
NC2232,12.72,No Sugar,0.09,Household,159.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3715.99
DR1273,13.15,Regular,0.064,Soft Drinks,200.71,OUT001,1987,High,Tier 2,Supermarket Type1,4663.06
NC170,9.44,No Sugar,0.085,Health and Hygiene,118.9,OUT002,1998,Small,Tier 3,Food Mart,677.12
FD91,15.35,Low Sugar,0.075,Baking Goods,158.89,OUT002,1998,Small,Tier 3,Food Mart,914.75
DR4823,9.99,Regular,0.052,Soft Drinks,130.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2506.61
FD8367,14.16,Low Sugar,0.053,Fruits and Vegetables,158.08,OUT001,1987,High,Tier 2,Supermarket Type1,4020.73
FD6381,10.93,Regular,0.171,Dairy,146.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3058.1
DR8549,8.68,Low Sugar,0.111,Hard Drinks,116.3,OUT002,1998,Small,Tier 3,Food Mart,1927.01
FD269,14.24,Low Sugar,0.157,Fruits and Vegetables,133.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,1599.19
FD8596,8.97,Low Sugar,0.02,Snack Foods,118.77,OUT002,1998,Small,Tier 3,Food Mart,2041.87
FD7892,15.03,Regular,0.025,Frozen Foods,140.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3854.61
FD7585,17.48,Low Sugar,0.041,Breads,223.98,OUT003,1999,Medium,Tier 1,Departmental Store,6118.55
FD3848,16.23,Regular,0.064,Frozen Foods,194.58,OUT003,1999,Medium,Tier 1,Departmental Store,5233.81
NC3541,17.56,No Sugar,0.151,Household,199.7,OUT003,1999,Medium,Tier 1,Departmental Store,5639.24
FD4273,12.51,Low Sugar,0.043,Dairy,102.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2516.6
FD5991,17.5,Regular,0.178,Meat,192.22,OUT003,1999,Medium,Tier 1,Departmental Store,5472.41
NC3753,11.12,No Sugar,0.026,Household,104.77,OUT002,1998,Small,Tier 3,Food Mart,2241.79
FD3641,13.85,Low Sugar,0.063,Snack Foods,168.23,OUT001,1987,High,Tier 2,Supermarket Type1,4157.47
FD805,15.34,Low Sugar,0.035,Baking Goods,161.43,OUT003,1999,Medium,Tier 1,Departmental Store,4354.58
NC8736,11.79,No Sugar,0.11,Others,106.73,OUT001,1987,High,Tier 2,Supermarket Type1,2434.25
NC63,13.18,No Sugar,0.175,Health and Hygiene,100.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,4263.26
FD2561,14.07,Regular,0.053,Meat,159.7,OUT001,1987,High,Tier 2,Supermarket Type1,4033.41
FD4053,12.09,Regular,0.038,Canned,147.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3343.02
FD8516,15.34,Regular,0.041,Fruits and Vegetables,131.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3733.22
FD3404,13.19,Low Sugar,0.069,Dairy,117.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2976.17
FD8678,13.13,Low Sugar,0.01,Canned,152,OUT004,2009,Medium,Tier 2,Supermarket Type2,3663.65
NC8671,14.26,No Sugar,0.024,Health and Hygiene,157.31,OUT001,1987,High,Tier 2,Supermarket Type1,4027.85
FD4057,11.17,Low Sugar,0.076,Canned,103.84,OUT002,1998,Small,Tier 3,Food Mart,2235.31
FD8698,14.85,Low Sugar,0.085,Canned,126.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,3530.47
DR8278,14.65,Low Sugar,0.009,Soft Drinks,158.12,OUT001,1987,High,Tier 2,Supermarket Type1,4130.89
FD3186,11.5,Regular,0.149,Frozen Foods,140.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3050.63
FD7437,10.85,Low Sugar,0.097,Frozen Foods,138.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2873.46
DR5641,11.36,Low Sugar,0.14,Soft Drinks,152.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3265.06
FD6667,11.82,Regular,0.185,Frozen Foods,124.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,2796
FD676,11.33,Regular,0.103,Meat,130.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,2823.85
FD4288,10.08,Low Sugar,0.03,Frozen Foods,67.18,OUT002,1998,Small,Tier 3,Food Mart,1237.95
FD1790,12.56,Regular,0.008,Snack Foods,133.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3151.43
NC4485,14.42,No Sugar,0.072,Health and Hygiene,179.01,OUT001,1987,High,Tier 2,Supermarket Type1,4507.97
FD7061,11.56,Low Sugar,0.188,Fruits and Vegetables,132.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2909.79
FD6530,11.99,Regular,0.081,Dairy,122.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2794.79
FD990,11.9,Low Sugar,0.086,Canned,125.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,2844.73
FD127,14.76,Low Sugar,0.253,Baking Goods,185.7,OUT001,1987,High,Tier 2,Supermarket Type1,3754.43
FD6354,10.72,Low Sugar,0.006,Frozen Foods,143.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2937.08
FD6143,14.13,Low Sugar,0.031,Snack Foods,149.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3829.55
DR8271,14.3,reg,0.025,Hard Drinks,179.31,OUT003,1999,Medium,Tier 1,Departmental Store,4485.46
NC2933,13.6,No Sugar,0.039,Household,114.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,2993.4
FD3507,12.25,Low Sugar,0.128,Canned,177.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.5
FD479,17.03,Low Sugar,0.11,Dairy,134.98,OUT003,1999,Medium,Tier 1,Departmental Store,5055.84
NC2746,12.84,No Sugar,0.02,Household,131.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3187.56
FD602,14.67,Low Sugar,0.055,Meat,132.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3605.79
FD41,9.14,Low Sugar,0.055,Canned,132.11,OUT001,1987,High,Tier 2,Supermarket Type1,4744.69
FD2590,11.62,Regular,0.015,Fruits and Vegetables,142.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3129.65
FD5807,11.88,Low Sugar,0.14,Baking Goods,165.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3666.84
FD5368,9.34,Low Sugar,0.023,Fruits and Vegetables,148.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,2734.26
FD1838,10.71,Low Sugar,0.04,Fruits and Vegetables,86.44,OUT002,1998,Small,Tier 3,Food Mart,1775.57
FD2680,11.47,Low Sugar,0.052,Fruits and Vegetables,148.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3216.39
FD897,11.41,Low Sugar,0.058,Snack Foods,136.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,2956.61
FD2549,12.09,Low Sugar,0.018,Snack Foods,111.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,2596.93
FD2945,10.36,Regular,0.023,Baking Goods,184.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3710.16
NC3176,14.21,No Sugar,0.089,Health and Hygiene,161.9,OUT001,1987,High,Tier 2,Supermarket Type1,4108.96
FD2604,11.76,Regular,0.13,Snack Foods,172.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3771.5
FD4445,10.7,Low Sugar,0.089,Meat,112.28,OUT001,1987,High,Tier 2,Supermarket Type1,2301.85
NC5610,13.49,No Sugar,0.074,Others,93.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,2546.18
FD7253,11.03,Regular,0.098,Canned,142.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2994.34
FD1460,8.91,Low Sugar,0.282,Fruits and Vegetables,97.93,OUT002,1998,Small,Tier 3,Food Mart,1602.87
FD2466,11.66,Low Sugar,0.051,Snack Foods,188.11,OUT001,1987,High,Tier 2,Supermarket Type1,4068.97
FD1762,13.54,Regular,0.081,Fruits and Vegetables,153.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3780.33
NC1287,14.67,No Sugar,0.074,Health and Hygiene,149.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3965.83
FD4177,10.74,Low Sugar,0.126,Snack Foods,149.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3078.08
NC7298,13.73,No Sugar,0.05,Household,139.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3535.07
NC7279,13.25,No Sugar,0.14,Health and Hygiene,180.9,OUT003,1999,Medium,Tier 1,Departmental Store,4281.47
NC2726,15.89,No Sugar,0.091,Health and Hygiene,153.77,OUT003,1999,Medium,Tier 1,Departmental Store,4321.83
FD2013,12.29,Regular,0.013,Frozen Foods,135.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3135.49
FD1632,14.26,Regular,0.026,Canned,149.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3860.98
FD8564,13.18,Regular,0.048,Canned,163.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3907.26
FD7191,9.16,Low Sugar,0.037,Breads,145.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2639.26
FD8189,15.72,Low Sugar,0.067,Starchy Foods,175.09,OUT001,1987,High,Tier 2,Supermarket Type1,4721.17
FD7817,14.2,Regular,0.128,Frozen Foods,181.79,OUT001,1987,High,Tier 2,Supermarket Type1,4513.23
DR7854,11.58,Low Sugar,0.019,Soft Drinks,103.05,OUT001,1987,High,Tier 2,Supermarket Type1,2310.65
FD5000,13.81,Regular,0.044,Dairy,208.17,OUT001,1987,High,Tier 2,Supermarket Type1,4965.79
FD2115,15.3,Low Sugar,0.027,Breads,172.01,OUT001,1987,High,Tier 2,Supermarket Type1,4562.92
FD1279,13.89,Low Sugar,0.016,Breads,143.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3649.8
FD7559,6.64,Low Sugar,0.009,Baking Goods,129.24,OUT002,1998,Small,Tier 3,Food Mart,1731.05
FD1833,10.45,Low Sugar,0.175,Meat,150.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3030.79
FD3868,14.84,Low Sugar,0.069,Baking Goods,171.47,OUT003,1999,Medium,Tier 1,Departmental Store,4447.81
FD7101,14.04,Low Sugar,0.051,Snack Foods,164.05,OUT001,1987,High,Tier 2,Supermarket Type1,4115.1
FD6860,11.01,Regular,0.117,Frozen Foods,114.6,OUT001,1987,High,Tier 2,Supermarket Type1,2417.79
FD1530,14.38,Low Sugar,0.042,Fruits and Vegetables,181.63,OUT001,1987,High,Tier 2,Supermarket Type1,4551.13
NC2953,15.52,No Sugar,0.007,Others,183.35,OUT001,1987,High,Tier 2,Supermarket Type1,4845.17
NC380,12.97,No Sugar,0.047,Health and Hygiene,170.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,5299.43
FD3352,11.66,Regular,0.046,Fruits and Vegetables,156.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3413.19
FD4315,15.38,Regular,0.035,Dairy,114.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3414.22
FD673,14.7,Low Sugar,0.137,Dairy,159.86,OUT001,1987,High,Tier 2,Supermarket Type1,4177.6
FD1015,12.59,Low Sugar,0.039,Snack Foods,148.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3472.97
FD5438,8.93,Low Sugar,0.031,Snack Foods,126.48,OUT002,1998,Small,Tier 3,Food Mart,2190.98
FD1073,11.04,Regular,0.046,Fruits and Vegetables,147.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3101.02
FD5194,12.02,Regular,0.063,Snack Foods,120.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,2762.42
NC1265,12.84,No Sugar,0.032,Household,138.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3325.48
FD4583,12.52,Low Sugar,0.042,Fruits and Vegetables,115.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,2779.81
FD6296,14.65,Low Sugar,0.055,Frozen Foods,150.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3978.41
DR6923,13.98,Regular,0.044,Hard Drinks,179.23,OUT003,1999,Medium,Tier 1,Departmental Store,4410.99
FD5964,12.75,Regular,0.02,Fruits and Vegetables,139.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3318.74
FD2906,14.69,Low Sugar,0.019,Dairy,172.11,OUT003,1999,Medium,Tier 1,Departmental Store,4427.11
NC171,9.64,No Sugar,0.03,Household,141.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,2721.32
FD4810,11.12,Low Sugar,0.16,Canned,139.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,2945.6
DR5794,12.07,Low Sugar,0.098,Soft Drinks,103.73,OUT001,1987,High,Tier 2,Supermarket Type1,2435.19
FD4205,11.52,Regular,0.023,Frozen Foods,177.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3827.31
FD3497,11.52,Low Sugar,0.085,Baking Goods,122.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,2705.03
NC1327,12.21,No Sugar,0.075,Household,151.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3439.01
FD8647,12.33,Regular,0.021,Meat,149.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3425.85
FD849,17.65,Regular,0.102,Meat,179.13,OUT003,1999,Medium,Tier 1,Departmental Store,5238.96
FD7597,13.05,Low Sugar,0.027,Fruits and Vegetables,155.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3718.89
FD3391,12.12,Low Sugar,0.099,Fruits and Vegetables,152.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3437.43
FD5166,14.06,Low Sugar,0.038,Snack Foods,114.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3110.9
NC5040,14.14,No Sugar,0.018,Household,140.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3658.41
NC8394,11.11,No Sugar,0.124,Others,147.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3122.12
FD4598,14.58,Regular,0.081,Baking Goods,155.59,OUT001,1987,High,Tier 2,Supermarket Type1,4063.97
FD1562,11.2,Low Sugar,0.057,Snack Foods,164.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3486.95
DR7320,11.27,Low Sugar,0.023,Soft Drinks,132.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,2852.84
FD5681,13.38,Low Sugar,0.018,Fruits and Vegetables,138.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3436.83
DR6796,17.39,Low Sugar,0.07,Soft Drinks,137.14,OUT003,1999,Medium,Tier 1,Departmental Store,4320.56
FD5057,14.57,Regular,0.077,Seafood,145.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3862.46
FD8708,16.07,Low Sugar,0.155,Snack Foods,167.79,OUT001,1987,High,Tier 2,Supermarket Type1,4650.08
NC7723,15.11,No Sugar,0.014,Health and Hygiene,176.72,OUT001,1987,High,Tier 2,Supermarket Type1,4615.65
FD3157,15.77,Low Sugar,0.005,Canned,202.59,OUT003,1999,Medium,Tier 1,Departmental Store,5295.06
FD2368,7.12,Regular,0.227,Fruits and Vegetables,94.79,OUT002,1998,Small,Tier 3,Food Mart,1132.86
FD2381,14.42,Low Sugar,0.048,Fruits and Vegetables,164.97,OUT003,1999,Medium,Tier 1,Departmental Store,4220.2
FD4378,14.3,Low Sugar,0.042,Fruits and Vegetables,149.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3878.93
FD561,11.47,Regular,0.089,Fruits and Vegetables,102.13,OUT003,1999,Medium,Tier 1,Departmental Store,6680.01
FD8093,13.75,Low Sugar,0.025,Snack Foods,198.23,OUT001,1987,High,Tier 2,Supermarket Type1,4749.18
FD6239,13.22,Low Sugar,0.016,Canned,148.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3603.08
FD3623,11.69,Regular,0.143,Breads,75.71,OUT002,1998,Small,Tier 3,Food Mart,1775.67
DR5410,12.47,Regular,0.009,Soft Drinks,141.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3307.25
FD8548,11.81,Low Sugar,0.085,Snack Foods,90.24,OUT002,1998,Small,Tier 3,Food Mart,2101.81
FD3556,11.36,Low Sugar,0.004,Snack Foods,143.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3084.38
FD1991,10.38,Low Sugar,0.095,Frozen Foods,131.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,2631.2
FD6623,14.35,Low Sugar,0.036,Baking Goods,214.45,OUT003,1999,Medium,Tier 1,Departmental Store,5215.85
FD6989,12.37,Regular,0.049,Baking Goods,94.72,OUT001,1987,High,Tier 2,Supermarket Type1,2318.2
FD2139,13.87,Low Sugar,0.043,Dairy,130.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3392.96
FD507,10.77,Low Sugar,0.049,Fruits and Vegetables,169.27,OUT003,1999,Medium,Tier 1,Departmental Store,6744.58
FD4705,10.95,Low Sugar,0.027,Frozen Foods,120.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,2521.93
FD4097,10.97,Low Sugar,0.045,Frozen Foods,117.36,OUT001,1987,High,Tier 2,Supermarket Type1,2466.69
FD6056,12.74,Regular,0.033,Baking Goods,168.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3904.67
FD6677,11.61,Regular,0.035,Canned,123.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,2727.15
FD2132,10.36,Low Sugar,0.026,Frozen Foods,129.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2584.38
FD3072,13.61,Low Sugar,0.024,Starchy Foods,158.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3899.56
FD3383,13.3,Regular,0.03,Canned,156.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3787.7
FD2849,13.52,Regular,0.033,Meat,184.12,OUT003,1999,Medium,Tier 1,Departmental Store,4408.18
NC5280,10.18,No Sugar,0.062,Health and Hygiene,138.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,2725.38
FD839,12.61,Regular,0.045,Snack Foods,154.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3588.42
FD8390,13.19,Low Sugar,0.096,Frozen Foods,115.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,2925.89
FD7194,11.41,Low Sugar,0.019,Fruits and Vegetables,134.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,2919.55
NC7519,12.72,No Sugar,0.051,Health and Hygiene,150.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3544.16
DR7379,12.85,Regular,0.023,Soft Drinks,135.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3251.48
FD4699,12.13,Regular,0.047,Frozen Foods,135.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3104.21
FD1797,14.04,Low Sugar,0.039,Dairy,156.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3953.88
FD4545,13,Low Sugar,0.038,Fruits and Vegetables,156.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3732.08
FD2024,14.57,Regular,0.143,Frozen Foods,196.26,OUT001,1987,High,Tier 2,Supermarket Type1,4893.46
NC7624,11.74,No Sugar,0.09,Household,159.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3512.22
FD2748,11.13,Low Sugar,0.065,Meat,123.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,2632.22
NC2467,12.97,No Sugar,0.025,Household,114.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,2858.59
NC3256,11.8,No Sugar,0.046,Household,164.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3623.93
NC2929,12.1,No Sugar,0.009,Others,183.08,OUT001,1987,High,Tier 2,Supermarket Type1,4066.38
FD3891,12.9,Low Sugar,0.073,Dairy,195.91,OUT001,1987,High,Tier 2,Supermarket Type1,4508.15
FD2811,11.18,Regular,0.076,Dairy,154.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3272.91
FD2478,10.12,Low Sugar,0.098,Canned,112.07,OUT002,1998,Small,Tier 3,Food Mart,2165.49
NC4386,8.94,No Sugar,0.039,Health and Hygiene,92.18,OUT002,1998,Small,Tier 3,Food Mart,1492.65
