booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
INNHG_128897,100,Online,2,146.7,3,1,2022-07-18,0,1,Not Canceled
INNHG_128898,53,Online,2,72.76,2,1,2022-07-18,0,2,Not Canceled
INNHG_128899,32,Offline,0,85.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128900,32,Offline,1,150.0,3,1,2022-07-18,0,1,Not Canceled
INNHG_128901,125,Offline,1,84.58,2,2,2022-07-18,0,5,Not Canceled
INNHG_128902,63,Online,2,137.7,3,1,2022-07-18,0,1,Not Canceled
INNHG_128903,25,Online,2,186.5,2,1,2022-07-18,0,0,Not Canceled
INNHG_128904,112,Online,1,104.5,2,1,2022-07-18,0,1,Not Canceled
INNHG_128905,32,Offline,1,105.0,2,1,2022-07-18,0,1,Not Canceled
INNHG_128906,12,Online,0,134.33,1,1,2022-07-18,0,2,Not Canceled
INNHG_128907,172,Online,1,72.84,2,2,2022-07-18,0,5,Not Canceled
INNHG_128908,81,Online,2,130.5,2,1,2022-07-18,1,2,Not Canceled
INNHG_128909,204,Online,1,90.95,2,3,2022-07-18,0,8,Not Canceled
INNHG_128910,106,Online,1,141.3,3,1,2022-07-18,0,4,Not Canceled
INNHG_128911,204,Online,1,90.95,2,3,2022-07-18,0,8,Not Canceled
INNHG_128912,5,Online,2,65.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128913,64,Online,1,81.08,2,1,2022-07-18,0,2,Not Canceled
INNHG_128914,32,Offline,0,85.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128915,59,Offline,0,85.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128916,138,Online,1,115.6,2,1,2022-07-18,0,4,Not Canceled
INNHG_128917,125,Offline,0,68.0,1,2,2022-07-18,0,5,Not Canceled
INNHG_128918,99,Online,2,141.75,2,1,2022-07-18,0,3,Not Canceled
INNHG_128919,62,Online,1,70.78,2,1,2022-07-18,0,3,Not Canceled
INNHG_128920,120,Online,0,94.5,2,1,2022-07-18,0,1,Not Canceled
INNHG_128921,12,Online,1,149.33,2,1,2022-07-18,0,2,Not Canceled
INNHG_128922,100,Online,2,137.7,3,1,2022-07-18,0,1,Not Canceled
INNHG_128923,42,Online,1,135.9,2,1,2022-07-18,1,3,Not Canceled
INNHG_128924,91,Online,2,195.0,3,1,2022-07-18,0,2,Not Canceled
INNHG_128925,92,Online,2,148.7,3,3,2022-07-18,0,6,Not Canceled
INNHG_128926,119,Online,1,119.28,2,3,2022-07-18,0,6,Not Canceled
INNHG_128927,112,Online,2,105.3,2,1,2022-07-18,0,2,Not Canceled
INNHG_128928,75,Online,0,0.0,2,1,2022-07-18,0,2,Not Canceled
INNHG_128929,140,Online,0,114.33,2,1,2022-07-18,0,3,Not Canceled
INNHG_128930,11,Offline,0,174.33,1,1,2022-07-18,0,2,Not Canceled
INNHG_128931,53,Online,0,114.3,2,1,2022-07-18,0,1,Not Canceled
INNHG_128932,0,Online,0,139.0,1,1,2022-07-18,1,0,Not Canceled
INNHG_128933,11,Offline,0,181.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128934,4,Online,1,65.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128935,19,Offline,0,75.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128936,66,Online,1,69.3,1,1,2022-07-18,0,0,Not Canceled
INNHG_128937,29,Online,1,144.55,2,1,2022-07-18,0,3,Not Canceled
INNHG_128938,3,Online,1,79.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128939,63,Online,2,114.3,2,1,2022-07-18,1,1,Not Canceled
INNHG_128940,99,Online,2,141.75,2,1,2022-07-18,0,3,Not Canceled
INNHG_128941,53,Online,2,137.7,3,1,2022-07-18,0,1,Not Canceled
INNHG_128942,32,Offline,0,85.0,1,1,2022-07-18,0,1,Not Canceled
INNHG_128943,87,Online,1,141.75,2,1,2022-07-18,0,3,Canceled
INNHG_128944,52,Online,0,94.5,2,1,2022-07-18,0,2,Canceled
INNHG_128945,109,Online,0,72.25,2,3,2022-07-18,0,6,Canceled
INNHG_128946,168,Online,1,112.8,2,1,2022-07-18,0,2,Canceled
INNHG_128947,61,Online,1,139.34,3,3,2022-07-18,0,8,Canceled
INNHG_128948,83,Online,0,123.75,2,1,2022-07-18,0,3,Canceled
INNHG_128949,31,Online,1,210.6,3,1,2022-07-18,0,3,Canceled
INNHG_128950,112,Online,0,105.3,2,1,2022-07-18,0,2,Canceled
INNHG_128951,54,Online,0,94.5,2,1,2022-07-18,0,2,Canceled
INNHG_128952,185,Online,0,90.95,2,2,2022-07-18,0,5,Canceled
INNHG_128953,155,Online,0,103.5,2,1,2022-07-18,0,1,Canceled
INNHG_128954,78,Online,0,105.3,2,1,2022-07-18,0,1,Canceled
INNHG_128955,187,Online,2,122.8,2,1,2022-07-18,0,2,Canceled
INNHG_128956,106,Online,0,121.37,2,2,2022-07-18,0,5,Canceled
INNHG_128957,89,Online,1,139.95,3,1,2022-07-18,0,3,Canceled
INNHG_128958,121,Offline,0,72.25,2,5,2022-07-18,0,12,Canceled
INNHG_128959,103,Offline,0,72.25,2,1,2022-07-18,0,3,Canceled
INNHG_128960,58,Online,0,94.5,2,1,2022-07-18,0,2,Canceled
INNHG_128961,216,Online,1,86.63,2,1,2022-07-18,0,1,Canceled
INNHG_128962,195,Online,0,158.95,2,1,2022-07-18,0,3,Canceled
INNHG_128963,179,Online,0,80.75,2,1,2022-07-18,0,3,Canceled
INNHG_128964,177,Online,0,77.03,1,1,2022-07-18,0,2,Canceled
INNHG_128965,113,Online,0,107.55,2,1,2022-07-18,0,3,Canceled
INNHG_128966,160,Online,2,110.5,2,1,2022-07-18,0,3,Canceled
INNHG_128967,170,Online,1,95.2,2,1,2022-07-18,0,3,Canceled
INNHG_128968,61,Offline,1,139.34,2,3,2022-07-18,0,8,Canceled
INNHG_128969,190,Online,2,177.3,2,1,2022-07-18,1,1,Canceled
INNHG_128970,177,Online,0,77.03,2,1,2022-07-18,0,2,Canceled
INNHG_128971,165,Online,2,142.2,3,1,2022-07-18,1,1,Canceled
INNHG_128972,78,Online,0,105.3,2,1,2022-07-18,0,1,Canceled
INNHG_128973,165,Online,1,85.0,2,1,2022-07-18,0,3,Canceled
INNHG_128974,112,Online,0,105.3,2,1,2022-07-18,0,2,Canceled
INNHG_128975,147,Online,0,78.76,2,1,2022-07-18,0,5,Canceled
INNHG_128976,168,Online,1,112.8,2,1,2022-07-18,0,2,Canceled
INNHG_128977,116,Online,0,121.37,2,2,2022-07-18,0,5,Canceled
INNHG_128978,217,Online,1,95.63,2,1,2022-07-18,0,1,Canceled
INNHG_128979,104,Online,0,141.3,3,1,2022-07-18,0,4,Canceled
INNHG_128980,186,Online,1,105.3,2,1,2022-07-18,1,2,Canceled
INNHG_128981,93,Online,0,109.35,2,1,2022-07-18,0,0,Canceled
INNHG_128982,9,Online,1,108.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128983,1,Online,2,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128984,7,Online,1,99.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128985,0,Online,0,79.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_128986,36,Online,2,159.3,3,0,2022-07-20,0,2,Not Canceled
INNHG_128987,1,Offline,0,93.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_128988,8,Online,1,105.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_128989,13,Online,0,95.0,1,0,2022-07-20,0,2,Not Canceled
INNHG_128990,1,Online,0,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128991,0,Online,0,79.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_128992,19,Online,2,146.0,3,0,2022-07-20,0,1,Not Canceled
INNHG_128993,0,Online,0,0.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128994,1,Online,0,108.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128995,14,Online,1,96.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_128996,6,Offline,0,106.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_128997,5,Online,1,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_128998,2,Online,2,201.0,2,0,2022-07-20,0,2,Not Canceled
INNHG_128999,171,Online,1,95.2,2,0,2022-07-20,0,4,Not Canceled
INNHG_129000,19,Online,2,162.0,3,0,2022-07-20,0,2,Not Canceled
INNHG_129001,67,Online,1,123.3,2,0,2022-07-20,0,2,Not Canceled
INNHG_129002,67,Online,1,123.3,2,0,2022-07-20,0,2,Not Canceled
INNHG_129003,0,Online,0,79.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_129004,91,Online,2,126.0,2,0,2022-07-20,0,2,Not Canceled
INNHG_129005,37,Online,1,131.03,1,0,2022-07-20,0,4,Not Canceled
INNHG_129006,195,Online,1,0.0,2,2,2022-07-20,0,4,Not Canceled
INNHG_129007,177,Online,1,93.38,2,2,2022-07-20,0,5,Not Canceled
INNHG_129008,28,Online,2,277.0,2,0,2022-07-20,1,1,Not Canceled
INNHG_129009,36,Online,3,0.0,2,0,2022-07-20,0,0,Not Canceled
INNHG_129010,57,Online,1,40.0,1,0,2022-07-20,0,3,Not Canceled
INNHG_129011,22,Offline,0,126.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_129012,50,Online,2,157.9,2,0,2022-07-20,0,2,Not Canceled
INNHG_129013,10,Online,2,176.0,1,0,2022-07-20,0,2,Not Canceled
INNHG_129014,1,Online,2,191.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129015,0,Online,0,79.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_129016,1,Online,1,108.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129017,13,Online,2,116.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129018,1,Online,1,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129019,1,Online,1,99.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_129020,1,Online,1,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129021,1,Online,1,99.0,1,0,2022-07-20,0,1,Not Canceled
INNHG_129022,60,Online,1,81.08,2,0,2022-07-20,0,1,Not Canceled
INNHG_129023,13,Online,2,116.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129024,1,Online,0,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129025,78,Online,2,142.2,3,0,2022-07-20,0,2,Not Canceled
INNHG_129026,1,Online,2,111.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129027,1,Online,1,99.0,2,0,2022-07-20,0,1,Not Canceled
INNHG_129028,118,Online,1,137.7,3,0,2022-07-20,0,1,Not Canceled
INNHG_129029,196,Online,0,85.5,1,0,2022-07-20,0,3,Canceled
INNHG_129030,125,Online,0,72.25,2,0,2022-07-20,0,2,Canceled
INNHG_129031,171,Online,1,104.39,2,4,2022-07-20,0,10,Canceled
INNHG_129032,67,Online,1,142.2,3,0,2022-07-20,0,2,Canceled
INNHG_129033,149,Online,0,127.5,2,0,2022-07-20,0,3,Canceled
INNHG_129034,125,Offline,0,72.25,2,0,2022-07-20,0,2,Canceled
INNHG_129035,49,Online,0,198.9,2,0,2022-07-20,0,2,Canceled
INNHG_129036,0,Online,0,206.0,2,0,2022-07-20,0,2,Canceled
INNHG_129037,39,Online,0,198.9,2,0,2022-07-20,0,2,Canceled
INNHG_129038,178,Online,1,102.3,2,0,2022-07-20,0,3,Canceled
INNHG_129039,12,Online,0,89.0,1,0,2022-07-20,0,1,Canceled
INNHG_129040,246,Offline,1,96.73,3,0,2022-07-20,0,3,Canceled
INNHG_129041,49,Online,0,159.3,3,0,2022-07-20,0,2,Canceled
INNHG_129042,15,Online,0,89.0,2,0,2022-07-20,0,1,Canceled
INNHG_129043,38,Online,0,117.9,2,0,2022-07-20,0,1,Canceled
INNHG_129044,171,Online,1,106.13,2,2,2022-07-20,0,5,Canceled
INNHG_129045,178,Online,2,221.0,2,0,2022-07-20,0,2,Canceled
INNHG_129046,80,Online,0,105.3,2,0,2022-07-20,0,1,Canceled
INNHG_129047,171,Online,1,106.13,2,2,2022-07-20,0,5,Canceled
INNHG_129048,12,Online,0,89.0,1,0,2022-07-20,0,1,Canceled
INNHG_129049,162,Online,0,96.13,2,0,2022-07-20,1,4,Canceled
INNHG_129050,149,Online,0,105.9,2,0,2022-07-20,0,3,Canceled
INNHG_129051,12,Online,0,89.0,1,0,2022-07-20,0,1,Canceled
INNHG_129052,149,Online,0,127.5,1,0,2022-07-20,0,3,Canceled
INNHG_129053,120,Offline,0,72.25,2,0,2022-07-20,0,4,Canceled
INNHG_129054,80,Online,0,105.3,2,0,2022-07-20,0,1,Canceled
INNHG_129055,100,Online,1,123.3,2,0,2022-07-22,0,2,Not Canceled
INNHG_129056,144,Offline,0,96.9,3,2,2022-07-22,0,2,Not Canceled
INNHG_129057,132,Online,1,100.87,2,2,2022-07-22,0,4,Not Canceled
INNHG_129058,110,Online,0,121.05,2,2,2022-07-22,0,2,Not Canceled
INNHG_129059,110,Online,1,139.95,3,2,2022-07-22,0,2,Not Canceled
INNHG_129060,129,Online,2,139.99,2,0,2022-07-22,0,2,Not Canceled
INNHG_129061,102,Online,0,189.3,2,1,2022-07-22,0,2,Not Canceled
INNHG_129062,172,Online,1,70.85,2,2,2022-07-22,0,6,Not Canceled
INNHG_129063,74,Online,0,142.5,3,1,2022-07-22,0,2,Not Canceled
INNHG_129064,188,Offline,2,72.76,2,2,2022-07-22,0,2,Not Canceled
INNHG_129065,147,Offline,1,84.58,2,1,2022-07-22,0,2,Not Canceled
INNHG_129066,36,Online,2,216.9,2,0,2022-07-22,1,1,Not Canceled
INNHG_129067,186,Offline,1,96.9,3,2,2022-07-22,0,2,Not Canceled
INNHG_129068,14,Online,2,86.85,2,0,2022-07-22,0,2,Not Canceled
INNHG_129069,0,Online,2,0.0,2,0,2022-07-22,1,2,Not Canceled
INNHG_129070,132,Online,1,105.37,2,2,2022-07-22,1,4,Not Canceled
INNHG_129071,31,Offline,2,80.0,1,1,2022-07-22,0,2,Not Canceled
INNHG_129072,163,Online,0,94.5,2,0,2022-07-22,0,2,Canceled
INNHG_129073,101,Online,0,142.2,3,0,2022-07-22,0,2,Canceled
INNHG_129074,178,Online,0,88.5,2,1,2022-07-22,0,2,Canceled
INNHG_129075,152,Online,0,101.15,2,2,2022-07-22,0,3,Canceled
INNHG_129076,153,Online,1,109.8,2,0,2022-07-22,0,2,Canceled
INNHG_129077,152,Online,0,101.15,2,2,2022-07-22,0,3,Canceled
INNHG_129078,163,Online,1,118.8,2,0,2022-07-22,0,2,Canceled
INNHG_129079,187,Online,1,94.5,2,0,2022-07-22,1,2,Canceled
INNHG_129080,171,Offline,2,81.25,2,2,2022-07-22,0,6,Canceled
INNHG_129081,205,Online,0,90.95,2,2,2022-07-22,0,3,Canceled
INNHG_129082,205,Online,0,90.95,2,2,2022-07-22,0,3,Canceled
INNHG_129083,259,Online,2,95.85,2,0,2022-07-22,1,2,Canceled
INNHG_129084,99,Online,2,269.3,2,1,2022-07-22,0,2,Canceled
INNHG_129085,171,Offline,0,63.75,2,2,2022-07-22,0,6,Canceled
INNHG_129086,205,Online,0,90.95,2,2,2022-07-22,0,3,Canceled
INNHG_129087,101,Online,0,123.3,2,0,2022-07-22,0,2,Canceled
INNHG_129088,101,Online,0,142.2,3,0,2022-07-22,0,2,Canceled
INNHG_129089,178,Online,0,88.5,2,1,2022-07-22,0,2,Canceled
INNHG_129090,123,Online,2,137.94,3,2,2022-07-22,0,7,Canceled
INNHG_129091,0,Online,0,75.0,2,0,2022-07-22,0,1,Canceled
INNHG_129092,205,Online,0,90.95,2,2,2022-07-22,0,3,Canceled
INNHG_129093,209,Online,0,168.3,2,0,2022-07-22,0,1,Canceled
INNHG_129094,159,Online,1,132.96,2,2,2022-07-22,0,5,Canceled
INNHG_129095,172,Online,2,140.7,3,1,2022-07-22,1,2,Canceled
INNHG_129096,172,Online,1,108.3,2,1,2022-07-22,1,2,Canceled
INNHG_129097,205,Online,1,90.95,2,2,2022-07-22,0,3,Canceled
INNHG_129098,125,Online,0,113.41,2,2,2022-07-22,0,5,Canceled
INNHG_129099,101,Online,0,123.3,2,0,2022-07-22,0,2,Canceled
INNHG_129100,111,Online,1,189.0,3,2,2022-07-23,0,3,Not Canceled
INNHG_129101,175,Online,1,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129102,0,Online,1,103.32,2,0,2022-07-23,0,1,Not Canceled
INNHG_129103,145,Online,1,142.2,3,1,2022-07-23,0,1,Not Canceled
INNHG_129104,126,Online,2,146.7,3,0,2022-07-23,1,1,Not Canceled
INNHG_129105,65,Online,2,137.7,3,1,2022-07-23,0,1,Not Canceled
INNHG_129106,49,Online,1,135.9,2,1,2022-07-23,0,1,Not Canceled
INNHG_129107,83,Online,1,105.3,2,0,2022-07-23,0,1,Not Canceled
INNHG_129108,199,Online,2,94.51,2,3,2022-07-23,0,6,Not Canceled
INNHG_129109,175,Online,2,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129110,63,Online,2,94.5,2,0,2022-07-23,0,1,Not Canceled
INNHG_129111,33,Online,1,125.1,2,2,2022-07-23,0,1,Not Canceled
INNHG_129112,65,Online,2,137.7,3,1,2022-07-23,0,1,Not Canceled
INNHG_129113,5,Online,2,231.0,2,0,2022-07-23,0,1,Not Canceled
INNHG_129114,63,Online,1,105.3,2,2,2022-07-23,0,3,Not Canceled
INNHG_129115,83,Online,1,105.3,2,0,2022-07-23,0,1,Not Canceled
INNHG_129116,115,Online,1,99.9,1,0,2022-07-23,0,1,Not Canceled
INNHG_129117,126,Online,2,130.05,3,2,2022-07-23,0,3,Not Canceled
INNHG_129118,65,Online,1,94.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129119,175,Online,1,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129120,93,Offline,0,72.25,2,0,2022-07-23,0,1,Not Canceled
INNHG_129121,63,Online,2,103.5,2,0,2022-07-23,1,1,Not Canceled
INNHG_129122,144,Online,1,105.3,2,1,2022-07-23,0,1,Not Canceled
INNHG_129123,188,Online,1,80.75,2,2,2022-07-23,0,5,Not Canceled
INNHG_129124,33,Online,1,125.1,2,2,2022-07-23,0,1,Not Canceled
INNHG_129125,67,Offline,0,72.25,2,1,2022-07-23,0,1,Not Canceled
INNHG_129126,17,Online,2,196.0,2,0,2022-07-23,1,1,Not Canceled
INNHG_129127,63,Online,1,105.3,2,0,2022-07-23,0,1,Not Canceled
INNHG_129128,119,Online,0,121.5,2,2,2022-07-23,0,1,Not Canceled
INNHG_129129,125,Online,1,99.45,2,2,2022-07-23,0,2,Not Canceled
INNHG_129130,102,Online,1,114.3,2,2,2022-07-23,1,5,Not Canceled
INNHG_129131,27,Online,2,187.0,3,0,2022-07-23,0,1,Not Canceled
INNHG_129132,74,Offline,0,81.25,2,2,2022-07-23,0,2,Not Canceled
INNHG_129133,68,Online,2,137.7,3,2,2022-07-23,0,2,Not Canceled
INNHG_129134,175,Online,1,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129135,100,Online,1,94.5,2,2,2022-07-23,0,1,Not Canceled
INNHG_129136,179,Online,1,90.95,2,2,2022-07-23,0,4,Not Canceled
INNHG_129137,148,Offline,0,82.45,2,2,2022-07-23,0,3,Not Canceled
INNHG_129138,111,Online,1,139.5,2,2,2022-07-23,0,3,Not Canceled
INNHG_129139,67,Online,1,94.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129140,4,Online,1,141.0,2,1,2022-07-23,0,1,Not Canceled
INNHG_129141,14,Offline,0,85.0,2,2,2022-07-23,0,4,Not Canceled
INNHG_129142,91,Online,1,105.3,2,2,2022-07-23,0,3,Not Canceled
INNHG_129143,39,Offline,0,85.0,2,2,2022-07-23,0,2,Not Canceled
INNHG_129144,153,Online,1,99.45,2,2,2022-07-23,0,2,Not Canceled
INNHG_129145,0,Online,0,82.66,2,0,2022-07-23,0,1,Not Canceled
INNHG_129146,96,Online,2,188.16,2,2,2022-07-23,0,3,Not Canceled
INNHG_129147,82,Online,1,97.54,0,2,2022-07-23,0,1,Not Canceled
INNHG_129148,175,Online,1,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129149,124,Offline,0,72.25,2,2,2022-07-23,0,1,Not Canceled
INNHG_129150,10,Online,0,166.0,1,0,2022-07-23,0,1,Not Canceled
INNHG_129151,18,Online,0,187.0,1,1,2022-07-23,0,1,Not Canceled
INNHG_129152,0,Online,0,101.18,1,0,2022-07-23,0,1,Not Canceled
INNHG_129153,61,Online,1,94.5,2,2,2022-07-23,0,3,Not Canceled
INNHG_129154,175,Online,1,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129155,59,Online,1,99.9,1,1,2022-07-23,0,1,Not Canceled
INNHG_129156,63,Online,2,121.5,2,0,2022-07-23,0,1,Not Canceled
INNHG_129157,0,Online,2,68.85,1,0,2022-07-23,1,1,Not Canceled
INNHG_129158,0,Online,2,93.5,1,0,2022-07-23,0,1,Not Canceled
INNHG_129159,149,Online,1,99.45,2,2,2022-07-23,0,4,Not Canceled
INNHG_129160,20,Online,1,151.0,2,2,2022-07-23,0,1,Not Canceled
INNHG_129161,52,Online,1,168.3,3,0,2022-07-23,0,1,Not Canceled
INNHG_129162,51,Online,2,228.6,3,0,2022-07-23,1,1,Not Canceled
INNHG_129163,149,Online,2,77.85,2,0,2022-07-23,1,1,Not Canceled
INNHG_129164,179,Online,1,90.95,2,2,2022-07-23,0,4,Not Canceled
INNHG_129165,83,Online,2,137.7,3,0,2022-07-23,0,1,Not Canceled
INNHG_129166,175,Online,1,85.5,2,1,2022-07-23,0,1,Not Canceled
INNHG_129167,40,Online,1,134.1,2,0,2022-07-23,1,1,Not Canceled
INNHG_129168,122,Online,1,87.58,2,4,2022-07-23,0,7,Not Canceled
INNHG_129169,62,Online,2,173.25,2,1,2022-07-23,1,1,Not Canceled
INNHG_129170,1,Online,2,160.0,2,0,2022-07-23,0,1,Not Canceled
INNHG_129171,97,Online,2,104.96,2,2,2022-07-23,0,1,Not Canceled
INNHG_129172,31,Online,0,161.1,2,1,2022-07-23,1,1,Not Canceled
INNHG_129173,24,Online,1,139.0,2,1,2022-07-23,0,1,Not Canceled
INNHG_129174,25,Offline,0,85.0,2,2,2022-07-23,0,3,Not Canceled
INNHG_129175,74,Offline,0,68.0,1,2,2022-07-23,0,2,Not Canceled
INNHG_129176,101,Online,1,92.83,2,2,2022-07-23,0,5,Not Canceled
INNHG_129177,83,Online,1,97.54,2,2,2022-07-23,0,1,Not Canceled
INNHG_129178,121,Online,0,105.3,2,1,2022-07-23,0,1,Not Canceled
INNHG_129179,71,Online,2,146.7,3,1,2022-07-24,1,0,Not Canceled
INNHG_129180,80,Offline,0,72.25,2,2,2022-07-24,0,2,Not Canceled
INNHG_129181,118,Online,1,186.3,2,2,2022-07-24,0,0,Not Canceled
INNHG_129182,83,Offline,1,96.9,3,2,2022-07-24,0,1,Not Canceled
INNHG_129183,67,Online,3,105.3,2,2,2022-07-24,0,3,Not Canceled
INNHG_129184,79,Online,3,120.6,2,2,2022-07-24,0,4,Not Canceled
INNHG_129185,28,Online,1,158.86,2,2,2022-07-24,0,3,Not Canceled
INNHG_129186,60,Online,1,137.7,3,2,2022-07-24,0,4,Not Canceled
INNHG_129187,11,Online,1,110.46,2,2,2022-07-24,0,2,Not Canceled
INNHG_129188,42,Online,1,168.3,3,2,2022-07-24,0,0,Not Canceled
INNHG_129189,59,Online,1,90.51,2,2,2022-07-24,0,4,Not Canceled
INNHG_129190,13,Online,1,187.0,3,2,2022-07-24,0,0,Not Canceled
INNHG_129191,0,Online,0,131.0,2,1,2022-07-24,0,0,Not Canceled
INNHG_129192,22,Online,2,196.0,3,2,2022-07-24,1,1,Not Canceled
INNHG_129193,59,Online,1,94.5,2,2,2022-07-24,0,2,Not Canceled
INNHG_129194,2,Online,0,65.0,1,2,2022-07-24,0,0,Not Canceled
INNHG_129195,190,Online,1,99.95,2,2,2022-07-24,1,2,Not Canceled
INNHG_129196,68,Online,2,121.5,2,2,2022-07-24,0,1,Not Canceled
INNHG_129197,150,Online,2,99.45,2,2,2022-07-24,0,4,Not Canceled
INNHG_129198,0,Online,0,134.0,2,2,2022-07-24,0,0,Not Canceled
INNHG_129199,76,Online,0,94.0,1,2,2022-07-24,0,1,Not Canceled
INNHG_129200,66,Online,2,130.5,1,2,2022-07-24,1,0,Not Canceled
INNHG_129201,61,Online,1,40.0,1,2,2022-07-24,0,2,Not Canceled
INNHG_129202,2,Online,1,119.0,2,1,2022-07-24,0,0,Not Canceled
INNHG_129203,62,Online,1,118.8,2,2,2022-07-24,1,2,Not Canceled
INNHG_129204,82,Online,0,67.83,2,2,2022-07-24,0,4,Not Canceled
INNHG_129205,80,Online,1,94.5,1,2,2022-07-24,0,0,Not Canceled
INNHG_129206,150,Online,2,99.45,2,2,2022-07-24,0,4,Not Canceled
INNHG_129207,67,Online,3,105.3,2,2,2022-07-24,0,3,Not Canceled
INNHG_129208,60,Online,1,142.13,3,2,2022-07-24,0,4,Not Canceled
INNHG_129209,47,Online,0,168.3,2,2,2022-07-24,0,1,Not Canceled
INNHG_129210,63,Online,2,121.5,2,2,2022-07-24,0,1,Not Canceled
INNHG_129211,170,Online,2,95.13,3,2,2022-07-24,0,5,Not Canceled
INNHG_129212,12,Online,0,139.0,2,1,2022-07-24,0,0,Not Canceled
INNHG_129213,71,Offline,0,72.25,2,2,2022-07-24,0,1,Not Canceled
INNHG_129214,1,Online,0,163.5,1,2,2022-07-24,0,2,Not Canceled
INNHG_129215,0,Online,0,119.0,1,2,2022-07-24,0,0,Not Canceled
INNHG_129216,105,Online,2,15.0,2,2,2022-07-24,0,4,Not Canceled
INNHG_129217,79,Online,4,139.5,3,2,2022-07-24,0,4,Not Canceled
INNHG_129218,3,Online,0,131.0,2,1,2022-07-24,0,0,Not Canceled
INNHG_129219,98,Online,2,137.7,3,2,2022-07-24,0,1,Not Canceled
INNHG_129220,12,Online,0,139.0,2,1,2022-07-24,0,0,Not Canceled
INNHG_129221,62,Online,2,146.7,3,0,2022-07-26,1,4,Not Canceled
INNHG_129222,88,Offline,0,72.25,2,0,2022-07-26,0,4,Not Canceled
INNHG_129223,1,Online,0,84.0,1,0,2022-07-26,0,1,Not Canceled
INNHG_129224,24,Online,0,187.0,3,0,2022-07-26,0,2,Not Canceled
INNHG_129225,40,Offline,1,125.0,2,0,2022-07-26,0,1,Not Canceled
INNHG_129226,40,Offline,1,125.0,2,0,2022-07-26,0,1,Not Canceled
INNHG_129227,8,Online,0,75.0,2,0,2022-07-26,0,1,Not Canceled
INNHG_129228,40,Offline,0,95.0,1,0,2022-07-26,0,1,Not Canceled
INNHG_129229,77,Online,2,118.8,2,0,2022-07-26,0,4,Not Canceled
INNHG_129230,51,Online,1,135.9,2,0,2022-07-26,0,3,Not Canceled
INNHG_129231,6,Online,0,65.0,1,0,2022-07-26,0,3,Not Canceled
INNHG_129232,86,Online,0,137.7,3,0,2022-07-26,0,2,Not Canceled
INNHG_129233,40,Offline,0,95.0,1,0,2022-07-26,0,1,Not Canceled
INNHG_129234,40,Offline,1,125.0,2,0,2022-07-26,0,1,Not Canceled
INNHG_129235,64,Online,1,105.3,2,0,2022-07-26,0,3,Not Canceled
INNHG_129236,25,Online,2,187.0,3,0,2022-07-26,0,2,Not Canceled
INNHG_129237,119,Online,0,137.7,3,0,2022-07-26,0,3,Not Canceled
INNHG_129238,67,Offline,0,95.0,1,0,2022-07-26,0,1,Not Canceled
