booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status,rebooked
INNHG_108378,150,Online,1,76.5,2,2,2021-08-02,0,0,Not Canceled,
INNHG_108379,83,Online,1,76.5,2,2,2021-08-02,0,1,Not Canceled,
INNHG_108380,0,Online,0,0.0,2,1,2021-08-03,0,0,Not Canceled,
INNHG_108381,0,Online,0,0.0,2,1,2021-08-03,0,0,Not Canceled,
INNHG_108382,7,Online,2,0.0,2,1,2021-08-03,0,2,Not Canceled,
INNHG_108383,0,Online,0,65.0,1,1,2021-08-03,0,2,Not Canceled,
INNHG_108384,111,Online,0,76.5,2,1,2021-08-03,0,4,Not Canceled,
INNHG_108385,84,Online,1,85.5,2,1,2021-08-03,1,2,Not Canceled,
INNHG_108386,81,Online,1,76.5,2,5,2021-08-03,0,12,Canceled,No
INNHG_108387,77,Online,0,76.5,2,5,2021-08-03,0,12,Canceled,No
INNHG_108388,1,Online,0,65.0,1,0,2021-08-04,0,2,Not Canceled,
INNHG_108389,3,Online,0,0.0,1,0,2021-08-04,0,1,Not Canceled,
INNHG_108390,0,Online,1,80.0,2,0,2021-08-04,1,2,Not Canceled,
INNHG_108391,109,Online,2,68.0,1,0,2021-08-04,0,2,Not Canceled,
INNHG_108392,0,Online,0,0.0,2,0,2021-08-04,0,2,Not Canceled,
INNHG_108393,0,Online,0,90.0,2,0,2021-08-04,0,1,Not Canceled,
INNHG_108394,1,Online,2,80.0,2,1,2021-08-04,0,5,Not Canceled,
INNHG_108395,0,Online,1,80.0,2,0,2021-08-04,1,2,Not Canceled,
INNHG_108396,1,Online,0,65.0,1,0,2021-08-04,0,2,Canceled,Yes
INNHG_108397,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108398,0,Online,0,80.0,1,0,2021-08-05,0,2,Not Canceled,
INNHG_108399,0,Online,2,90.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108400,12,Online,0,90.0,3,0,2021-08-05,0,3,Not Canceled,
INNHG_108401,83,Online,1,76.5,2,1,2021-08-05,1,4,Not Canceled,
INNHG_108402,12,Online,0,60.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108403,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108404,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108405,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108406,1,Online,1,80.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108407,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108408,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108409,83,Online,1,85.5,2,1,2021-08-05,1,4,Not Canceled,
INNHG_108410,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108411,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108412,0,Online,1,90.0,2,0,2021-08-05,0,4,Not Canceled,
INNHG_108413,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108414,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108415,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108416,119,Online,0,76.5,2,0,2021-08-05,0,2,Not Canceled,
INNHG_108417,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108418,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108419,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108420,12,Online,0,0.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108421,141,Online,1,85.5,2,0,2021-08-05,1,2,Not Canceled,
INNHG_108422,7,Offline,1,66.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108423,1,Online,0,6.0,1,0,2021-08-05,0,1,Not Canceled,
INNHG_108424,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108425,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108426,0,Online,0,0.0,1,0,2021-08-05,0,1,Not Canceled,
INNHG_108427,0,Online,0,0.0,1,0,2021-08-05,0,1,Not Canceled,
INNHG_108428,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108429,12,Online,0,60.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108430,12,Online,0,0.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108431,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108432,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108433,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108434,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108435,6,Offline,0,70.0,2,2,2021-08-05,0,4,Not Canceled,
INNHG_108436,12,Online,0,60.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108437,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108438,12,Online,0,60.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108439,7,Offline,0,61.0,1,0,2021-08-05,0,3,Not Canceled,
INNHG_108440,1,Online,0,6.0,1,0,2021-08-05,0,1,Not Canceled,
INNHG_108441,160,Online,1,76.5,2,0,2021-08-05,0,2,Not Canceled,
INNHG_108442,12,Online,0,65.0,2,0,2021-08-05,0,3,Not Canceled,
INNHG_108443,33,Online,1,67.5,2,0,2021-08-05,0,4,Canceled,No
INNHG_108444,1,Online,0,60.0,1,0,2021-08-05,0,3,Canceled,No
INNHG_108445,175,Online,0,76.5,2,0,2021-08-05,0,1,Canceled,No
INNHG_108446,33,Online,1,67.5,2,0,2021-08-05,0,4,Canceled,No
INNHG_108447,1,Online,0,60.0,1,0,2021-08-05,0,3,Canceled,No
INNHG_108448,0,Online,2,81.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108449,92,Offline,1,63.75,2,0,2021-08-06,0,3,Not Canceled,
INNHG_108450,0,Online,0,81.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108451,0,Online,2,80.0,1,0,2021-08-06,1,1,Not Canceled,
INNHG_108452,192,Online,2,76.5,2,2,2021-08-06,0,3,Not Canceled,
INNHG_108453,0,Online,0,81.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108454,0,Online,0,81.0,2,1,2021-08-06,0,3,Not Canceled,
INNHG_108455,92,Offline,2,76.08,2,0,2021-08-06,0,3,Not Canceled,
INNHG_108456,101,Online,1,68.0,1,0,2021-08-06,0,2,Not Canceled,
INNHG_108457,0,Online,0,90.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108458,0,Online,0,81.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108459,0,Online,1,90.0,2,0,2021-08-06,1,1,Not Canceled,
INNHG_108460,0,Online,0,0.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108461,192,Online,2,76.5,2,2,2021-08-06,0,3,Not Canceled,
INNHG_108462,0,Online,0,81.0,2,0,2021-08-06,0,2,Not Canceled,
INNHG_108463,0,Online,1,90.0,2,0,2021-08-06,0,2,Not Canceled,
INNHG_108464,0,Online,0,0.0,1,0,2021-08-06,0,2,Not Canceled,
INNHG_108465,0,Online,0,81.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108466,0,Online,0,81.0,1,0,2021-08-06,0,1,Not Canceled,
INNHG_108467,0,Online,0,90.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108468,0,Online,2,90.0,2,0,2021-08-06,0,1,Not Canceled,
INNHG_108469,1,Online,0,89.0,1,0,2021-08-06,0,1,Canceled,No
INNHG_108470,181,Online,2,76.5,2,0,2021-08-06,0,2,Canceled,Yes
INNHG_108471,84,Online,1,76.5,2,0,2021-08-06,0,3,Canceled,No
INNHG_108472,181,Online,2,76.5,2,0,2021-08-06,0,2,Canceled,Yes
INNHG_108473,0,Online,1,153.0,2,0,2021-08-07,0,2,Not Canceled,
INNHG_108474,1,Online,2,81.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108475,13,Online,2,75.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108476,0,Online,1,162.0,2,0,2021-08-07,1,2,Not Canceled,
INNHG_108477,217,Online,3,76.5,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108478,0,Online,0,98.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108479,11,Online,1,75.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108480,141,Online,0,76.5,2,2,2021-08-07,0,3,Not Canceled,
INNHG_108481,1,Online,1,81.0,2,0,2021-08-07,0,2,Not Canceled,
INNHG_108482,0,Online,2,81.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108483,13,Online,1,75.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108484,0,Online,2,81.0,2,0,2021-08-07,0,2,Not Canceled,
INNHG_108485,0,Online,0,98.0,2,0,2021-08-07,0,2,Not Canceled,
INNHG_108486,1,Online,1,80.0,1,0,2021-08-07,0,2,Not Canceled,
INNHG_108487,0,Online,2,90.0,2,2,2021-08-07,0,4,Not Canceled,
INNHG_108488,1,Online,2,90.0,2,2,2021-08-07,0,2,Not Canceled,
INNHG_108489,13,Online,1,75.0,2,0,2021-08-07,0,1,Not Canceled,
INNHG_108490,158,Online,2,76.5,2,2,2021-08-07,0,5,Not Canceled,
INNHG_108491,92,Online,2,76.5,2,2,2021-08-07,0,4,Canceled,No
INNHG_108492,112,Online,1,76.5,2,2,2021-08-07,0,2,Canceled,No
INNHG_108493,0,Online,0,98.0,2,0,2021-08-07,0,1,Canceled,Yes
INNHG_108494,92,Online,1,76.5,2,2,2021-08-07,0,4,Canceled,No
INNHG_108495,125,Online,1,76.5,2,2,2021-08-07,0,2,Canceled,No
INNHG_108496,217,Online,2,76.5,2,0,2021-08-07,0,1,Canceled,No
INNHG_108497,128,Online,2,76.5,2,1,2021-08-08,0,1,Not Canceled,
INNHG_108498,4,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108499,4,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108500,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108501,1,Online,0,80.0,1,0,2021-08-08,0,1,Not Canceled,
INNHG_108502,4,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108503,0,Online,0,153.0,1,0,2021-08-08,0,1,Not Canceled,
INNHG_108504,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108505,2,Online,2,90.0,2,2,2021-08-08,0,2,Not Canceled,
INNHG_108506,1,Online,2,88.0,1,2,2021-08-08,0,5,Not Canceled,
INNHG_108507,124,Offline,0,36.25,1,2,2021-08-08,0,1,Not Canceled,
INNHG_108508,0,Online,0,98.0,2,2,2021-08-08,1,1,Not Canceled,
INNHG_108509,0,Online,1,89.0,2,0,2021-08-08,0,1,Not Canceled,
INNHG_108510,4,Online,1,80.0,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108511,0,Online,0,153.0,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108512,1,Online,0,81.0,2,2,2021-08-08,0,2,Not Canceled,
INNHG_108513,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108514,1,Online,2,90.0,2,2,2021-08-08,0,2,Not Canceled,
INNHG_108515,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108516,128,Online,2,76.5,2,1,2021-08-08,0,1,Not Canceled,
INNHG_108517,4,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108518,124,Offline,0,72.5,1,2,2021-08-08,0,1,Not Canceled,
INNHG_108519,0,Online,1,98.0,2,0,2021-08-08,0,1,Not Canceled,
INNHG_108520,1,Online,2,90.0,2,1,2021-08-08,0,1,Not Canceled,
INNHG_108521,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108522,1,Online,0,81.0,2,2,2021-08-08,0,4,Not Canceled,
INNHG_108523,0,Online,0,88.0,2,2,2021-08-08,0,3,Not Canceled,
INNHG_108524,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108525,1,Online,0,98.0,2,2,2021-08-08,0,3,Not Canceled,
INNHG_108526,103,Online,1,76.5,2,1,2021-08-08,0,1,Not Canceled,
INNHG_108527,124,Offline,0,94.5,2,2,2021-08-08,0,1,Not Canceled,
INNHG_108528,0,Online,1,89.0,2,0,2021-08-08,0,1,Not Canceled,
INNHG_108529,124,Online,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108530,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108531,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108532,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,Yes
INNHG_108533,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108534,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,Yes
INNHG_108535,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,Yes
INNHG_108536,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108537,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108538,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108539,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108540,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108541,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108542,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108543,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,No
INNHG_108544,124,Offline,0,94.5,2,2,2021-08-08,0,1,Canceled,Yes
INNHG_108545,0,Online,0,105.0,2,1,2021-08-09,0,0,Not Canceled,
INNHG_108546,142,Online,1,76.5,2,2,2021-08-09,0,1,Not Canceled,
INNHG_108547,1,Online,1,153.0,2,2,2021-08-09,0,3,Not Canceled,
INNHG_108548,1,Online,0,98.0,2,2,2021-08-09,0,0,Not Canceled,
INNHG_108549,1,Online,0,98.0,2,1,2021-08-09,0,0,Not Canceled,
INNHG_108550,2,Online,1,80.0,1,3,2021-08-09,0,5,Not Canceled,
INNHG_108551,87,Online,2,76.5,2,2,2021-08-09,0,1,Not Canceled,
INNHG_108552,2,Online,2,99.0,2,2,2021-08-09,1,0,Not Canceled,
INNHG_108553,3,Offline,2,65.0,2,2,2021-08-09,0,1,Not Canceled,
INNHG_108554,0,Online,0,153.0,2,2,2021-08-09,0,0,Not Canceled,
INNHG_108555,109,Online,1,76.5,2,2,2021-08-09,0,3,Not Canceled,
INNHG_108556,2,Online,2,99.0,2,2,2021-08-09,1,0,Not Canceled,
INNHG_108557,1,Online,1,153.0,2,2,2021-08-09,0,0,Not Canceled,
INNHG_108558,0,Online,2,98.0,2,2,2021-08-09,0,0,Not Canceled,
INNHG_108559,120,Online,2,76.5,2,2,2021-08-09,0,1,Not Canceled,
INNHG_108560,1,Online,0,89.0,2,1,2021-08-09,0,0,Not Canceled,
INNHG_108561,1,Online,0,98.0,2,1,2021-08-09,0,0,Not Canceled,
INNHG_108562,123,Offline,1,63.75,2,2,2021-08-09,0,4,Not Canceled,
INNHG_108563,1,Online,1,89.0,2,2,2021-08-09,0,2,Not Canceled,
INNHG_108564,1,Online,2,153.0,2,1,2021-08-09,0,0,Not Canceled,
INNHG_108565,0,Online,0,96.0,2,2,2021-08-09,0,0,Not Canceled,
INNHG_108566,3,Online,2,0.0,2,2,2021-08-09,0,1,Not Canceled,
INNHG_108567,145,Online,1,76.5,2,2,2021-08-09,0,1,Canceled,No
INNHG_108568,107,Offline,1,63.75,2,2,2021-08-09,0,4,Canceled,No
INNHG_108569,1,Online,1,96.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108570,3,Offline,1,63.5,2,1,2021-08-10,0,2,Not Canceled,
INNHG_108571,0,Online,0,115.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108572,3,Online,1,81.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108573,2,Online,1,98.0,2,1,2021-08-10,0,1,Not Canceled,
INNHG_108574,1,Online,1,105.0,2,1,2021-08-10,0,1,Not Canceled,
INNHG_108575,105,Online,1,76.5,2,1,2021-08-10,0,2,Not Canceled,
INNHG_108576,3,Online,0,162.0,2,1,2021-08-10,1,1,Not Canceled,
INNHG_108577,3,Online,1,81.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108578,140,Online,2,76.5,2,3,2021-08-10,0,6,Not Canceled,
INNHG_108579,0,Online,0,124.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108580,5,Online,1,90.0,2,1,2021-08-10,0,5,Not Canceled,
INNHG_108581,0,Online,0,115.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108582,1,Online,2,96.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108583,0,Online,0,115.0,2,1,2021-08-10,1,2,Not Canceled,
INNHG_108584,0,Online,0,115.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108585,0,Online,0,115.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108586,6,Online,1,80.0,2,1,2021-08-10,0,5,Not Canceled,
INNHG_108587,0,Online,1,115.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108588,147,Online,0,55.96,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108589,1,Online,0,96.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108590,1,Online,0,114.0,2,1,2021-08-10,0,1,Not Canceled,
INNHG_108591,0,Online,0,115.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108592,6,Online,1,80.0,2,1,2021-08-10,0,5,Not Canceled,
INNHG_108593,5,Online,2,90.0,2,1,2021-08-10,0,5,Not Canceled,
INNHG_108594,3,Offline,0,75.0,1,1,2021-08-10,0,1,Not Canceled,
INNHG_108595,1,Online,0,105.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108596,1,Online,0,105.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108597,1,Online,0,96.0,2,1,2021-08-10,0,0,Not Canceled,
INNHG_108598,3,Online,1,90.0,2,1,2021-08-10,0,1,Not Canceled,
INNHG_108599,0,Online,0,114.0,1,1,2021-08-10,0,3,Not Canceled,
INNHG_108600,2,Online,2,89.0,2,1,2021-08-10,0,1,Not Canceled,
INNHG_108601,5,Online,2,90.0,2,1,2021-08-10,0,4,Not Canceled,
INNHG_108602,1,Online,0,89.0,2,1,2021-08-10,0,3,Not Canceled,
INNHG_108603,1,Online,0,105.0,2,1,2021-08-10,0,1,Canceled,No
INNHG_108604,2,Online,1,98.0,2,1,2021-08-10,0,1,Canceled,Yes
INNHG_108605,0,Online,0,75.0,2,1,2021-08-10,0,0,Canceled,No
INNHG_108606,4,Offline,0,75.0,2,1,2021-08-10,0,1,Canceled,Yes
INNHG_108607,121,Online,0,76.5,2,1,2021-08-10,0,2,Canceled,No
INNHG_108608,0,Online,0,75.0,2,1,2021-08-10,0,0,Canceled,No
INNHG_108609,0,Online,0,75.0,2,1,2021-08-10,0,0,Canceled,No
INNHG_108610,5,Online,0,90.0,2,1,2021-08-10,0,4,Canceled,Yes
INNHG_108611,0,Online,0,75.0,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108612,1,Online,1,105.0,2,0,2021-08-11,1,4,Not Canceled,
INNHG_108613,0,Online,1,133.0,2,0,2021-08-11,1,1,Not Canceled,
INNHG_108614,189,Online,3,76.5,2,0,2021-08-11,0,4,Not Canceled,
INNHG_108615,1,Online,1,153.0,2,0,2021-08-11,0,4,Not Canceled,
INNHG_108616,4,Online,2,90.0,2,0,2021-08-11,0,5,Not Canceled,
INNHG_108617,0,Online,2,0.0,1,0,2021-08-11,0,2,Not Canceled,
INNHG_108618,0,Online,1,114.0,1,0,2021-08-11,0,1,Not Canceled,
INNHG_108619,0,Online,0,0.0,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108620,0,Online,0,99.0,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108621,0,Online,0,124.0,2,0,2021-08-11,0,2,Not Canceled,
INNHG_108622,3,Online,0,153.0,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108623,3,Online,0,89.0,2,0,2021-08-11,0,2,Not Canceled,
INNHG_108624,1,Online,0,162.0,2,0,2021-08-11,1,2,Not Canceled,
INNHG_108625,1,Online,2,95.0,1,0,2021-08-11,0,1,Not Canceled,
INNHG_108626,1,Online,1,105.0,2,0,2021-08-11,1,1,Not Canceled,
INNHG_108627,4,Online,2,90.0,2,0,2021-08-11,0,5,Not Canceled,
INNHG_108628,0,Online,0,124.0,2,0,2021-08-11,0,3,Not Canceled,
INNHG_108629,0,Online,0,99.0,1,0,2021-08-11,0,1,Not Canceled,
INNHG_108630,1,Online,3,105.0,2,0,2021-08-11,0,3,Not Canceled,
INNHG_108631,3,Online,0,107.0,1,0,2021-08-11,1,2,Not Canceled,
INNHG_108632,104,Online,2,6.0,0,0,2021-08-11,0,3,Not Canceled,
INNHG_108633,1,Online,3,105.0,2,0,2021-08-11,0,3,Not Canceled,
INNHG_108634,1,Online,0,114.0,1,0,2021-08-11,0,3,Not Canceled,
INNHG_108635,0,Online,0,0.0,2,0,2021-08-11,0,2,Not Canceled,
INNHG_108636,104,Online,2,67.9,2,0,2021-08-11,1,3,Not Canceled,
INNHG_108637,0,Online,1,99.0,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108638,189,Online,3,76.5,2,0,2021-08-11,0,4,Not Canceled,
INNHG_108639,0,Online,2,133.0,2,0,2021-08-11,1,3,Not Canceled,
INNHG_108640,0,Online,0,144.0,1,0,2021-08-11,0,2,Not Canceled,
INNHG_108641,0,Online,0,88.0,1,0,2021-08-11,0,1,Not Canceled,
INNHG_108642,4,Online,0,75.0,2,0,2021-08-11,0,2,Not Canceled,
INNHG_108643,0,Online,0,88.0,1,0,2021-08-11,0,1,Not Canceled,
INNHG_108644,0,Online,0,144.0,1,0,2021-08-11,0,2,Not Canceled,
INNHG_108645,1,Online,0,124.0,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108646,1,Online,1,105.0,2,0,2021-08-11,1,1,Not Canceled,
INNHG_108647,1,Online,0,70.0,1,0,2021-08-11,0,1,Not Canceled,
INNHG_108648,0,Online,0,111.6,2,0,2021-08-11,0,1,Not Canceled,
INNHG_108649,3,Online,1,107.0,2,0,2021-08-11,1,2,Not Canceled,
INNHG_108650,89,Online,0,76.5,2,0,2021-08-11,0,4,Canceled,No
INNHG_108651,221,Online,1,76.5,2,0,2021-08-11,0,5,Canceled,Yes
INNHG_108652,0,Online,0,75.0,2,0,2021-08-11,0,1,Canceled,Yes
INNHG_108653,1,Online,0,106.54,2,3,2021-08-11,0,10,Canceled,Yes
INNHG_108654,3,Online,0,153.0,2,0,2021-08-11,0,3,Canceled,No
INNHG_108655,1,Online,0,70.0,1,0,2021-08-11,0,2,Canceled,No
INNHG_108656,147,Online,0,76.5,2,0,2021-08-11,0,3,Canceled,No
INNHG_108657,85,Online,0,50.3,3,0,2021-08-11,0,2,Canceled,No
INNHG_108658,97,Online,0,76.5,2,0,2021-08-11,0,2,Canceled,No
INNHG_108659,1,Online,1,0.0,1,0,2021-08-12,0,2,Not Canceled,
INNHG_108660,6,Online,2,90.0,2,2,2021-08-12,0,4,Not Canceled,
INNHG_108661,1,Online,0,0.0,1,0,2021-08-12,0,2,Not Canceled,
INNHG_108662,107,Online,0,76.5,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108663,2,Online,0,65.0,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108664,4,Online,2,93.56,2,2,2021-08-12,0,7,Not Canceled,
INNHG_108665,0,Online,0,138.0,2,0,2021-08-12,0,3,Not Canceled,
INNHG_108666,1,Online,3,0.0,2,0,2021-08-12,0,2,Not Canceled,
INNHG_108667,6,Online,2,90.0,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108668,204,Online,3,76.5,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108669,6,Online,0,65.0,1,0,2021-08-12,0,1,Not Canceled,
INNHG_108670,0,Online,1,76.5,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108671,204,Online,3,76.5,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108672,107,Online,1,90.0,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108673,6,Online,0,65.0,1,0,2021-08-12,0,1,Not Canceled,
INNHG_108674,123,Online,1,76.5,2,0,2021-08-12,0,2,Not Canceled,
INNHG_108675,2,Online,1,153.0,2,0,2021-08-12,0,2,Not Canceled,
INNHG_108676,1,Online,4,0.0,1,0,2021-08-12,0,2,Not Canceled,
INNHG_108677,107,Online,0,76.5,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108678,204,Online,3,76.5,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108679,107,Online,0,76.5,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108680,2,Online,2,98.0,2,0,2021-08-12,0,3,Not Canceled,
INNHG_108681,0,Online,0,138.0,2,0,2021-08-12,0,3,Not Canceled,
INNHG_108682,204,Online,3,76.5,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108683,5,Offline,0,75.0,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108684,2,Online,1,114.0,2,0,2021-08-12,1,1,Not Canceled,
INNHG_108685,107,Online,1,76.5,2,0,2021-08-12,0,1,Not Canceled,
INNHG_108686,1,Offline,0,110.0,2,0,2021-08-12,0,4,Not Canceled,
INNHG_108687,4,Online,1,88.0,1,0,2021-08-12,0,2,Canceled,Yes
INNHG_108688,0,Online,0,138.0,2,0,2021-08-12,0,2,Canceled,No
INNHG_108689,0,Online,0,138.0,2,0,2021-08-12,0,1,Canceled,No
INNHG_108690,7,Online,1,90.0,2,1,2021-08-12,0,4,Canceled,No
INNHG_108691,0,Online,0,138.0,2,0,2021-08-13,0,1,Not Canceled,
INNHG_108692,0,Online,0,85.0,2,0,2021-08-13,0,2,Not Canceled,
INNHG_108693,142,Online,1,76.5,2,2,2021-08-13,0,5,Not Canceled,
INNHG_108694,119,Online,1,85.5,2,0,2021-08-13,1,3,Not Canceled,
INNHG_108695,3,Online,0,153.0,2,0,2021-08-13,0,1,Not Canceled,
INNHG_108696,8,Online,2,99.0,2,0,2021-08-13,1,3,Not Canceled,
INNHG_108697,134,Online,2,76.5,2,0,2021-08-13,0,3,Not Canceled,
INNHG_108698,8,Online,2,90.0,2,0,2021-08-13,0,3,Not Canceled,
INNHG_108699,3,Online,2,94.0,2,2,2021-08-13,0,4,Not Canceled,
INNHG_108700,150,Online,2,76.5,2,0,2021-08-13,0,3,Not Canceled,
INNHG_108701,0,Online,0,85.0,2,0,2021-08-13,0,2,Not Canceled,
INNHG_108702,2,Online,2,124.0,2,0,2021-08-13,0,1,Not Canceled,
INNHG_108703,119,Online,2,76.5,2,0,2021-08-13,1,3,Not Canceled,
INNHG_108704,16,Offline,0,50.4,2,2,2021-08-13,0,3,Not Canceled,
INNHG_108705,3,Online,1,140.0,3,0,2021-08-13,0,3,Not Canceled,
INNHG_108706,0,Online,2,0.0,2,0,2021-08-13,0,0,Not Canceled,
INNHG_108707,0,Online,1,146.0,2,1,2021-08-13,0,3,Not Canceled,
