customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0856,1,No,Yes,16,Yes,Fiber optic,Month-to-month,Credit card,56.03,896.48,Yes
CUST0857,0,Yes,No,55,Yes,DSL,Month-to-month,Mailed check,72.04,3962.20,Yes
CUST0858,1,No,Yes,43,No,No,Month-to-month,Mailed check,93.43,4017.49,No
CUST0859,1,Yes,Yes,61,No,No,Two year,Electronic check,102.25,6237.25,No
CUST0860,0,Yes,No,38,Yes,DSL,One year,Bank transfer,84.98,3229.24,No
CUST0861,0,Yes,No,45,No,Fiber optic,One year,Bank transfer,99.03,4456.35,Yes
CUST0862,1,Yes,No,51,No,Fiber optic,Two year,Credit card,28.84,1470.84,Yes
CUST0863,0,No,Yes,42,No,Fiber optic,One year,Credit card,21.44,900.48,Yes
CUST0864,1,No,Yes,24,No,Fiber optic,One year,Credit card,93.44,2242.56,Yes
CUST0865,1,No,Yes,30,Yes,Fiber optic,One year,Credit card,46.17,1385.10,No
CUST0866,0,No,No,37,Yes,DSL,One year,Credit card,107.77,3987.49,No
CUST0867,0,Yes,Yes,53,No,Fiber optic,One year,Electronic check,73.59,3900.27,Yes
CUST0868,0,Yes,Yes,63,No,DSL,Month-to-month,Credit card,67.85,4274.55,No
CUST0869,0,Yes,No,11,Yes,DSL,One year,Bank transfer,97.28,1070.08,No
CUST0870,1,No,Yes,23,No,DSL,Month-to-month,Bank transfer,94.11,2164.53,No
CUST0871,1,Yes,No,50,No,Fiber optic,Month-to-month,Mailed check,90.43,4521.50,No
CUST0872,0,Yes,No,55,No,Fiber optic,Month-to-month,Mailed check,88.99,4894.45,No
CUST0873,0,Yes,No,55,No,No,Month-to-month,Electronic check,71.54,3934.70,No
CUST0874,1,Yes,Yes,4,No,No,Two year,Electronic check,112.65,450.60,Yes
CUST0875,1,No,Yes,54,Yes,DSL,Month-to-month,Credit card,109.06,5889.24,Yes
CUST0876,1,Yes,Yes,61,No,No,Two year,Mailed check,52.94,3229.34,No
CUST0877,1,Yes,No,5,No,DSL,Two year,Electronic check,100.47,502.35,No
CUST0878,0,No,No,18,No,No,Month-to-month,Electronic check,109.11,1963.98,No
CUST0879,1,No,No,44,Yes,Fiber optic,One year,Bank transfer,81.83,3600.52,Yes
CUST0880,1,No,Yes,31,No,Fiber optic,One year,Electronic check,75.56,2342.36,Yes
CUST0881,0,Yes,Yes,21,No,DSL,Month-to-month,Electronic check,87.19,1830.99,No
CUST0882,1,Yes,Yes,47,Yes,DSL,Month-to-month,Mailed check,36.31,1706.57,Yes
CUST0883,1,Yes,Yes,30,Yes,Fiber optic,Two year,Credit card,28.73,861.90,No
CUST0884,0,Yes,Yes,55,Yes,Fiber optic,Two year,Credit card,102.02,5611.10,Yes
CUST0885,0,No,No,68,Yes,Fiber optic,One year,Electronic check,77.33,5258.44,Yes
CUST0886,0,Yes,Yes,69,No,No,Two year,Mailed check,32.25,2225.25,Yes
CUST0887,1,Yes,No,41,No,No,Two year,Credit card,61.63,2526.83,Yes
CUST0888,1,No,No,45,No,No,Month-to-month,Credit card,49.82,2241.90,No
CUST0889,0,No,Yes,30,Yes,No,Two year,Electronic check,107.55,3226.50,No
CUST0890,0,No,No,45,No,DSL,Two year,Credit card,70.72,3182.40,No
CUST0891,1,Yes,Yes,45,Yes,DSL,Two year,Credit card,77.75,3498.75,Yes
CUST0892,0,Yes,Yes,45,Yes,No,One year,Bank transfer,43.53,1958.85,Yes
CUST0893,0,Yes,No,55,No,DSL,Month-to-month,Mailed check,99.91,5495.05,Yes
CUST0894,0,Yes,Yes,59,Yes,No,One year,Electronic check,113.01,6667.59,Yes
CUST0895,1,Yes,Yes,5,Yes,No,Month-to-month,Electronic check,99.25,496.25,Yes
CUST0896,1,No,No,32,No,Fiber optic,Month-to-month,Bank transfer,69.29,2217.28,No
CUST0897,1,No,No,6,No,No,Two year,Electronic check,103.51,621.06,No
CUST0898,1,Yes,No,26,Yes,DSL,One year,Bank transfer,38.80,1008.80,Yes
CUST0899,1,Yes,No,37,No,No,One year,Mailed check,31.34,1159.58,No
CUST0900,1,Yes,No,13,No,Fiber optic,Two year,Credit card,63.82,829.66,No
CUST0901,0,Yes,No,69,Yes,DSL,One year,Credit card,38.15,2632.35,No
CUST0902,1,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Mailed check,45.92,1148.00,Yes
CUST0903,1,No,Yes,13,No,No,Month-to-month,Electronic check,78.51,1020.63,No
CUST0904,0,No,Yes,20,No,No,Month-to-month,Mailed check,60.39,1207.80,Yes
CUST0905,1,No,No,72,Yes,No,Two year,Credit card,106.59,7674.48,Yes
CUST0906,1,Yes,Yes,60,No,No,One year,Bank transfer,42.56,2553.60,Yes
CUST0907,0,Yes,No,21,Yes,DSL,Month-to-month,Bank transfer,119.68,2513.28,No
CUST0908,0,No,Yes,61,Yes,No,Two year,Electronic check,55.94,3412.34,No
CUST0909,0,No,No,26,No,Fiber optic,Month-to-month,Credit card,71.54,1860.04,Yes
CUST0910,1,Yes,Yes,54,No,DSL,Month-to-month,Bank transfer,33.23,1794.42,No
CUST0911,0,No,No,42,No,DSL,One year,Bank transfer,77.93,3273.06,Yes
CUST0912,1,No,No,11,No,DSL,Two year,Bank transfer,116.13,1277.43,No
CUST0913,1,Yes,No,37,No,Fiber optic,Month-to-month,Electronic check,94.94,3512.78,No
CUST0914,1,No,No,11,Yes,Fiber optic,Month-to-month,Credit card,44.41,488.51,No
CUST0915,1,No,Yes,27,No,Fiber optic,Two year,Mailed check,64.26,1735.02,Yes
CUST0916,0,No,Yes,34,Yes,Fiber optic,Two year,Bank transfer,62.54,2126.36,No
CUST0917,0,Yes,No,38,No,No,One year,Mailed check,29.79,1132.02,No
CUST0918,1,No,No,61,Yes,No,Month-to-month,Mailed check,108.59,6623.99,Yes
CUST0919,0,No,No,53,No,Fiber optic,One year,Electronic check,58.15,3081.95,No
CUST0920,1,No,Yes,65,No,Fiber optic,Month-to-month,Electronic check,69.43,4512.95,Yes
CUST0921,1,Yes,No,3,Yes,No,One year,Mailed check,49.12,147.36,Yes
CUST0922,1,Yes,No,67,No,No,Month-to-month,Electronic check,35.24,2361.08,Yes
CUST0923,0,No,Yes,28,No,Fiber optic,Two year,Mailed check,110.21,3085.88,No
CUST0924,1,Yes,No,14,Yes,DSL,One year,Bank transfer,23.74,332.36,No
CUST0925,1,No,No,52,Yes,DSL,Two year,Credit card,59.99,3119.48,No
CUST0926,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Mailed check,93.07,2792.10,No
CUST0927,0,Yes,No,58,No,DSL,Two year,Credit card,50.89,2951.62,Yes
CUST0928,0,No,No,54,Yes,No,One year,Mailed check,64.60,3488.40,No
CUST0929,0,No,Yes,69,Yes,DSL,One year,Bank transfer,76.45,5275.05,No
CUST0930,1,No,No,15,No,Fiber optic,Two year,Electronic check,119.51,1792.65,Yes
CUST0931,0,Yes,Yes,38,No,DSL,Month-to-month,Mailed check,95.83,3641.54,Yes
CUST0932,1,No,No,14,No,DSL,One year,Electronic check,116.71,1633.94,Yes
CUST0933,0,Yes,No,57,No,DSL,Month-to-month,Bank transfer,89.31,5090.67,Yes
CUST0934,0,Yes,No,59,No,No,One year,Credit card,46.91,2767.69,Yes
CUST0935,0,No,No,8,No,No,Month-to-month,Mailed check,48.75,390.00,No
CUST0936,0,Yes,No,72,Yes,No,Month-to-month,Mailed check,102.25,7362.00,No
CUST0937,0,No,Yes,19,Yes,Fiber optic,Two year,Credit card,62.77,1192.63,No
CUST0938,0,Yes,No,32,No,DSL,Month-to-month,Mailed check,57.02,1824.64,Yes
CUST0939,1,No,No,29,Yes,No,One year,Mailed check,114.51,3320.79,No
CUST0940,0,Yes,Yes,41,Yes,No,Two year,Credit card,21.32,874.12,No
CUST0941,0,Yes,Yes,45,Yes,DSL,One year,Electronic check,72.50,3262.50,No
CUST0942,0,No,No,13,Yes,Fiber optic,Two year,Electronic check,97.51,1267.63,No
CUST0943,0,Yes,Yes,27,No,DSL,Two year,Credit card,93.62,2527.74,No
CUST0944,1,No,No,19,No,Fiber optic,Month-to-month,Bank transfer,56.76,1078.44,Yes
CUST0945,0,Yes,Yes,26,Yes,DSL,Month-to-month,Credit card,73.56,1912.56,Yes
CUST0946,0,Yes,Yes,53,No,No,One year,Credit card,20.56,1089.68,Yes
CUST0947,0,Yes,No,51,Yes,No,One year,Electronic check,73.48,3747.48,No
CUST0948,0,No,Yes,37,Yes,No,Month-to-month,Mailed check,79.04,2924.48,No
CUST0949,1,No,No,9,No,Fiber optic,One year,Bank transfer,107.48,967.32,No
CUST0950,0,No,Yes,52,Yes,DSL,One year,Mailed check,41.07,2135.64,No
CUST0951,1,No,Yes,54,No,Fiber optic,Month-to-month,Mailed check,102.51,5535.54,No
CUST0952,0,No,Yes,3,No,No,Two year,Bank transfer,91.81,275.43,No
CUST0953,1,Yes,No,69,No,Fiber optic,Month-to-month,Credit card,86.60,5975.40,Yes
CUST0954,1,Yes,No,8,No,Fiber optic,One year,Credit card,59.44,475.52,Yes
CUST0955,0,No,Yes,14,No,Fiber optic,Two year,Mailed check,56.74,794.36,No
CUST0956,0,Yes,No,3,No,DSL,Month-to-month,Mailed check,90.33,270.99,Yes
CUST0957,1,Yes,No,24,No,Fiber optic,Two year,Bank transfer,119.02,2856.48,Yes
CUST0958,1,Yes,No,13,No,Fiber optic,One year,Electronic check,60.54,787.02,No
CUST0959,0,Yes,Yes,43,No,Fiber optic,Two year,Bank transfer,111.86,4809.98,Yes
CUST0960,1,No,No,29,Yes,No,One year,Bank transfer,78.65,2280.85,Yes
CUST0961,1,Yes,Yes,72,No,No,Month-to-month,Bank transfer,106.82,7691.04,No
CUST0962,1,No,Yes,51,Yes,DSL,Two year,Electronic check,41.72,2127.72,No
CUST0963,0,No,Yes,42,No,No,Two year,Credit card,96.22,4041.24,Yes
CUST0964,1,Yes,Yes,31,Yes,DSL,Two year,Bank transfer,103.49,3208.19,No
CUST0965,1,No,Yes,63,No,No,One year,Electronic check,103.22,6502.86,No
CUST0966,1,Yes,No,26,No,DSL,Month-to-month,Mailed check,98.47,2560.22,No
CUST0967,0,Yes,No,18,No,DSL,Month-to-month,Bank transfer,50.42,907.56,No
CUST0968,0,Yes,Yes,57,Yes,DSL,One year,Mailed check,72.20,4115.40,Yes
CUST0969,1,No,No,7,Yes,No,Two year,Mailed check,49.97,349.79,Yes
CUST0970,0,No,No,48,No,Fiber optic,One year,Electronic check,54.30,2606.40,Yes
CUST0971,1,No,No,60,Yes,No,One year,Mailed check,50.12,3007.20,Yes
CUST0972,0,Yes,No,33,No,Fiber optic,Month-to-month,Mailed check,48.42,1597.86,No
CUST0973,0,Yes,No,3,Yes,No,One year,Bank transfer,89.34,268.02,No
CUST0974,1,Yes,No,4,Yes,Fiber optic,Two year,Mailed check,85.03,340.12,Yes
CUST0975,0,No,No,4,Yes,No,One year,Bank transfer,40.43,161.72,Yes
CUST0976,0,Yes,Yes,42,No,DSL,One year,Mailed check,89.15,3744.30,No
CUST0977,0,Yes,Yes,9,Yes,DSL,One year,Credit card,49.11,441.99,No
CUST0978,1,No,Yes,51,Yes,DSL,Two year,Credit card,40.17,2048.67,Yes
CUST0979,0,No,No,17,No,Fiber optic,One year,Electronic check,94.73,1610.41,No
CUST0980,0,No,No,17,No,Fiber optic,Month-to-month,Mailed check,56.29,956.93,No
CUST0981,1,Yes,Yes,20,Yes,DSL,One year,Electronic check,76.94,1538.80,No
CUST0982,0,Yes,No,14,Yes,Fiber optic,One year,Bank transfer,40.01,560.14,No
CUST0983,0,Yes,No,22,No,DSL,Month-to-month,Bank transfer,81.37,1790.14,Yes
CUST0984,0,No,Yes,52,No,No,Month-to-month,Mailed check,40.80,2121.60,Yes
CUST0985,0,No,Yes,27,No,Fiber optic,Month-to-month,Mailed check,36.69,990.63,Yes
CUST0986,0,No,Yes,43,No,Fiber optic,Month-to-month,Credit card,58.65,2521.95,Yes
CUST0987,1,No,No,3,No,No,Month-to-month,Bank transfer,99.01,297.03,No
CUST0988,1,Yes,No,8,Yes,Fiber optic,Month-to-month,Bank transfer,37.65,301.20,No
CUST0989,0,Yes,No,10,No,Fiber optic,Two year,Bank transfer,31.70,317.00,No
CUST0990,0,Yes,Yes,29,No,Fiber optic,One year,Electronic check,23.16,671.64,Yes
CUST0991,0,Yes,Yes,40,Yes,No,Two year,Mailed check,61.60,2464.00,Yes
CUST0992,1,Yes,No,65,No,DSL,Two year,Bank transfer,48.20,3133.00,No
CUST0993,1,Yes,Yes,21,No,DSL,Month-to-month,Bank transfer,49.21,1033.41,No
CUST0994,0,Yes,Yes,24,No,No,One year,Mailed check,118.19,2836.56,Yes
CUST0995,0,Yes,No,60,Yes,No,Two year,Mailed check,39.41,2364.60,Yes
CUST0996,1,No,Yes,26,No,No,One year,Electronic check,65.84,1711.84,Yes
CUST0997,0,No,Yes,9,No,DSL,One year,Credit card,118.64,1067.76,No
CUST0998,1,Yes,Yes,20,No,No,Month-to-month,Bank transfer,23.06,461.20,Yes
CUST0999,1,No,No,56,No,DSL,One year,Credit card,89.67,5021.52,No
CUST1000,0,Yes,No,36,Yes,No,Two year,Mailed check,57.11,2055.96,Yes
CUST1001,1,Yes,Yes,36,Yes,Fiber optic,Two year,Credit card,110.61,3981.96,Yes
CUST1002,0,No,No,22,No,DSL,Month-to-month,Electronic check,111.19,2446.18,Yes
CUST1003,0,Yes,No,1,No,DSL,Two year,Credit card,58.72,58.72,Yes
CUST1004,0,Yes,No,69,No,No,Month-to-month,Bank transfer,42.15,2908.35,Yes
CUST1005,0,Yes,Yes,37,No,Fiber optic,Two year,Electronic check,62.80,2323.60,No
CUST1006,0,Yes,No,72,No,DSL,Two year,Mailed check,116.53,8390.16,No
CUST1007,0,Yes,Yes,13,No,No,Month-to-month,Electronic check,48.14,625.82,Yes
CUST1008,1,Yes,Yes,43,No,Fiber optic,One year,Bank transfer,118.13,5079.59,Yes
CUST1009,1,Yes,No,37,Yes,DSL,Month-to-month,Mailed check,101.94,3771.78,No
CUST1010,1,No,Yes,25,No,No,One year,Credit card,46.75,1168.75,No
CUST1011,1,No,No,21,Yes,Fiber optic,One year,Bank transfer,99.11,2081.31,No
CUST1012,0,Yes,No,41,Yes,DSL,Month-to-month,Electronic check,24.98,1024.18,No
CUST1013,1,No,Yes,42,No,DSL,Month-to-month,Electronic check,74.81,3142.02,Yes
CUST1014,1,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Electronic check,55.73,2340.66,No
CUST1015,1,Yes,No,2,Yes,No,One year,Mailed check,62.69,125.38,No
CUST1016,0,Yes,No,68,Yes,No,One year,Electronic check,67.29,4575.72,Yes
CUST1017,1,Yes,No,8,No,Fiber optic,One year,Mailed check,70.27,562.16,No
CUST1018,0,No,No,61,Yes,DSL,One year,Electronic check,85.64,5224.04,Yes
CUST1019,1,No,Yes,14,Yes,Fiber optic,Month-to-month,Electronic check,89.68,1255.52,No
CUST1020,0,No,Yes,21,No,Fiber optic,Month-to-month,Mailed check,117.57,2468.97,No
CUST1021,0,No,Yes,24,No,Fiber optic,One year,Mailed check,96.28,2310.72,No
CUST1022,1,Yes,No,50,Yes,DSL,Two year,Mailed check,88.78,4439.00,No
CUST1023,0,No,Yes,45,No,Fiber optic,Month-to-month,Bank transfer,59.25,2666.25,Yes
CUST1024,0,Yes,Yes,64,No,Fiber optic,Two year,Credit card,31.78,2033.92,No
CUST1025,1,Yes,Yes,64,Yes,DSL,Two year,Electronic check,25.88,1656.32,No
CUST1026,1,No,Yes,26,Yes,DSL,Two year,Bank transfer,67.77,1762.02,Yes
CUST1027,1,Yes,No,32,Yes,Fiber optic,One year,Credit card,86.83,2778.56,Yes
CUST1028,0,No,Yes,57,No,No,Month-to-month,Electronic check,85.02,4846.14,No
CUST1029,0,No,Yes,53,Yes,Fiber optic,Two year,Electronic check,115.29,6110.37,No
CUST1030,0,No,Yes,33,Yes,DSL,One year,Electronic check,58.24,1921.92,Yes
CUST1031,1,No,Yes,52,No,DSL,Month-to-month,Credit card,82.78,4304.56,No
CUST1032,0,No,No,18,No,DSL,One year,Electronic check,108.79,1958.22,No
CUST1033,0,Yes,No,35,No,No,Month-to-month,Bank transfer,60.41,2114.35,Yes
CUST1034,0,No,Yes,12,No,DSL,Month-to-month,Electronic check,67.77,813.24,Yes
CUST1035,0,No,No,51,Yes,No,One year,Bank transfer,112.30,5727.30,No
CUST1036,0,Yes,No,10,Yes,DSL,Two year,Mailed check,75.02,750.20,No
CUST1037,0,No,No,52,Yes,DSL,Month-to-month,Credit card,99.96,5197.92,Yes
CUST1038,0,No,No,34,No,Fiber optic,Month-to-month,Bank transfer,113.56,3861.04,No
CUST1039,1,Yes,Yes,67,Yes,No,Two year,Electronic check,77.11,5166.37,Yes
CUST1040,1,Yes,No,39,No,Fiber optic,Month-to-month,Bank transfer,30.92,1205.88,Yes
CUST1041,1,No,No,8,No,No,Two year,Bank transfer,102.17,817.36,Yes
CUST1042,0,Yes,Yes,29,No,DSL,Month-to-month,Mailed check,101.78,2951.62,No
CUST1043,0,No,Yes,22,Yes,DSL,Two year,Credit card,31.50,693.00,Yes
CUST1044,1,Yes,Yes,70,No,No,Month-to-month,Mailed check,74.81,5236.70,Yes
CUST1045,0,No,Yes,61,Yes,Fiber optic,Month-to-month,Credit card,68.71,4191.31,No
CUST1046,1,No,No,43,Yes,No,Month-to-month,Mailed check,104.72,4502.96,Yes
CUST1047,0,No,Yes,49,Yes,No,Two year,Credit card,47.46,2325.54,Yes
CUST1048,0,Yes,No,29,No,No,Month-to-month,Electronic check,62.63,1816.27,Yes
CUST1049,1,No,No,31,Yes,DSL,One year,Bank transfer,80.48,2494.88,Yes
CUST1050,1,Yes,Yes,53,Yes,No,One year,Bank transfer,71.72,3801.16,Yes
CUST1051,1,No,Yes,34,No,DSL,One year,Mailed check,115.50,3927.00,No
CUST1052,1,No,No,38,Yes,Fiber optic,Month-to-month,Electronic check,116.07,4410.66,Yes
CUST1053,1,No,No,57,No,DSL,Two year,Electronic check,28.16,1605.12,Yes
CUST1054,0,No,Yes,4,Yes,Fiber optic,Two year,Electronic check,49.78,199.12,No
CUST1055,0,No,Yes,2,No,Fiber optic,Month-to-month,Mailed check,20.75,41.50,No
CUST1056,0,Yes,Yes,12,No,Fiber optic,One year,Credit card,61.79,741.48,Yes
CUST1057,1,Yes,No,35,No,DSL,Two year,Electronic check,86.21,3017.35,Yes
CUST1058,1,Yes,No,70,No,No,Month-to-month,Electronic check,67.13,4699.10,Yes
CUST1059,1,No,Yes,72,No,DSL,Two year,Credit card,26.72,1923.84,No
CUST1060,1,No,No,21,Yes,Fiber optic,One year,Credit card,39.60,831.60,No
CUST1061,1,Yes,Yes,61,Yes,No,One year,Electronic check,37.33,2277.13,Yes
CUST1062,1,No,No,35,Yes,DSL,Two year,Mailed check,71.11,2488.85,No
CUST1063,0,No,No,48,Yes,Fiber optic,Month-to-month,Mailed check,87.77,4212.96,No
CUST1064,0,No,Yes,15,No,Fiber optic,Month-to-month,Bank transfer,51.63,774.45,Yes
CUST1065,0,Yes,Yes,71,No,No,Two year,Bank transfer,33.05,2346.55,No
CUST1066,0,Yes,Yes,15,Yes,DSL,One year,Bank transfer,99.86,1497.90,Yes
CUST1067,0,Yes,No,6,No,No,Month-to-month,Mailed check,105.84,635.04,No
CUST1068,1,Yes,No,68,Yes,No,Two year,Bank transfer,47.65,3240.20,Yes
CUST1069,1,Yes,Yes,22,No,No,Two year,Electronic check,62.07,1365.54,No
CUST1070,1,No,No,32,No,No,One year,Mailed check,28.19,902.08,No
CUST1071,1,No,Yes,22,Yes,DSL,One year,Mailed check,42.77,940.94,No
CUST1072,1,No,No,27,Yes,No,Month-to-month,Bank transfer,96.70,2610.90,No
CUST1073,1,No,Yes,15,No,Fiber optic,Month-to-month,Electronic check,56.52,847.80,Yes
CUST1074,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Electronic check,80.47,3540.68,Yes
CUST1075,1,Yes,No,9,Yes,Fiber optic,One year,Mailed check,114.62,1031.58,Yes
CUST1076,1,No,No,34,Yes,No,Two year,Mailed check,92.36,3140.24,No
CUST1077,1,Yes,No,15,Yes,Fiber optic,Month-to-month,Bank transfer,65.35,980.25,Yes
CUST1078,1,No,Yes,62,No,DSL,Month-to-month,Electronic check,56.69,3514.78,No
CUST1079,0,No,No,45,No,No,Month-to-month,Mailed check,39.05,1757.25,Yes
CUST1080,0,No,Yes,72,No,No,Two year,Credit card,95.61,6883.92,Yes
CUST1081,1,No,Yes,58,No,No,Month-to-month,Electronic check,31.24,1811.92,No
CUST1082,0,Yes,Yes,19,Yes,DSL,Month-to-month,Credit card,26.14,496.66,Yes
CUST1083,0,No,Yes,16,Yes,No,One year,Mailed check,30.48,487.68,Yes
CUST1084,1,Yes,No,8,Yes,No,One year,Bank transfer,44.29,354.32,No
CUST1085,1,No,Yes,33,No,Fiber optic,One year,Mailed check,82.71,2729.43,Yes
CUST1086,1,No,No,18,No,Fiber optic,Two year,Mailed check,106.13,1910.34,Yes
CUST1087,1,No,No,35,No,No,One year,Credit card,119.26,4174.10,No
CUST1088,1,No,No,43,No,DSL,Month-to-month,Mailed check,93.15,4005.45,Yes
CUST1089,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Bank transfer,34.60,1730.00,No
CUST1090,1,No,Yes,3,Yes,No,Two year,Credit card,47.77,143.31,No
CUST1091,1,Yes,No,59,Yes,Fiber optic,Two year,Credit card,33.20,1958.80,Yes
CUST1092,1,No,Yes,28,No,Fiber optic,Month-to-month,Bank transfer,31.56,883.68,Yes
CUST1093,0,No,No,46,No,DSL,Two year,Credit card,76.77,3531.42,No
CUST1094,1,No,No,64,No,No,Month-to-month,Bank transfer,110.67,7082.88,Yes
CUST1095,1,Yes,Yes,70,No,Fiber optic,One year,Credit card,88.43,6190.10,Yes
CUST1096,1,No,No,47,No,No,Month-to-month,Mailed check,100.07,4703.29,No
CUST1097,0,No,No,14,No,DSL,Two year,Mailed check,70.81,991.34,Yes
CUST1098,1,No,No,7,Yes,DSL,One year,Electronic check,67.53,472.71,No
CUST1099,1,No,No,31,No,Fiber optic,Month-to-month,Credit card,113.75,3526.25,No
CUST1100,1,No,No,51,No,DSL,Two year,Bank transfer,92.20,4702.20,No
CUST1101,0,Yes,Yes,29,No,Fiber optic,Two year,Bank transfer,65.93,1911.97,No
CUST1102,1,Yes,No,15,Yes,No,One year,Credit card,53.26,798.90,No
CUST1103,1,No,No,25,Yes,Fiber optic,Month-to-month,Mailed check,29.31,732.75,No
CUST1104,1,No,Yes,61,No,Fiber optic,Month-to-month,Bank transfer,102.10,6228.10,Yes
CUST1105,0,Yes,No,41,Yes,DSL,Two year,Electronic check,36.93,1514.13,Yes
CUST1106,1,No,Yes,69,Yes,No,One year,Bank transfer,71.50,4933.50,No
CUST1107,1,Yes,No,4,Yes,No,Month-to-month,Bank transfer,83.73,334.92,Yes
CUST1108,1,No,No,57,No,Fiber optic,One year,Bank transfer,94.41,5381.37,Yes
CUST1109,0,No,Yes,31,Yes,No,Two year,Electronic check,28.33,878.23,No
CUST1110,0,Yes,No,3,Yes,No,Month-to-month,Electronic check,21.07,63.21,No
CUST1111,1,No,No,67,Yes,Fiber optic,Two year,Bank transfer,90.60,6070.20,No
CUST1112,0,Yes,Yes,50,No,Fiber optic,Month-to-month,Electronic check,65.44,3272.00,Yes
CUST1113,0,Yes,Yes,17,Yes,No,Two year,Mailed check,38.11,647.87,Yes
CUST1114,0,Yes,No,60,No,Fiber optic,Month-to-month,Bank transfer,118.20,7092.00,Yes
CUST1115,1,No,Yes,66,Yes,DSL,One year,Electronic check,99.14,6543.24,No
CUST1116,1,Yes,No,24,No,No,Month-to-month,Electronic check,77.85,1868.40,Yes
CUST1117,0,Yes,Yes,32,No,Fiber optic,Month-to-month,Electronic check,90.21,2886.72,No
CUST1118,0,No,No,19,No,No,Two year,Mailed check,35.50,674.50,No
CUST1119,0,No,Yes,66,No,No,Month-to-month,Electronic check,116.22,7670.52,Yes
CUST1120,1,No,Yes,60,No,DSL,Month-to-month,Credit card,119.64,7178.40,Yes
CUST1121,1,No,Yes,66,Yes,DSL,Month-to-month,Credit card,84.84,5599.44,Yes
CUST1122,0,No,Yes,15,Yes,No,Two year,Mailed check,86.83,1302.45,No
CUST1123,0,No,Yes,35,Yes,DSL,Month-to-month,Mailed check,90.45,3165.75,Yes
CUST1124,0,Yes,Yes,69,No,Fiber optic,One year,Electronic check,86.58,5974.02,No
CUST1125,0,No,Yes,27,No,No,One year,Mailed check,63.85,1723.95,Yes
CUST1126,1,Yes,Yes,7,No,DSL,Two year,Electronic check,74.07,518.49,Yes
CUST1127,0,No,Yes,6,Yes,No,Month-to-month,Electronic check,48.27,289.62,Yes
CUST1128,1,Yes,No,33,No,No,Two year,Electronic check,64.68,2134.44,No
CUST1129,0,Yes,Yes,58,No,Fiber optic,Month-to-month,Credit card,63.61,3689.38,Yes
CUST1130,0,No,No,49,No,Fiber optic,Two year,Credit card,48.81,2391.69,Yes
CUST1131,0,No,Yes,17,No,Fiber optic,Month-to-month,Bank transfer,98.67,1677.39,No
CUST1132,0,Yes,No,42,Yes,DSL,Month-to-month,Mailed check,60.97,2560.74,Yes
CUST1133,0,No,No,72,No,DSL,Two year,Credit card,75.17,5412.24,No
CUST1134,1,No,Yes,40,No,DSL,Two year,Mailed check,35.61,1424.40,Yes
CUST1135,0,Yes,Yes,46,No,Fiber optic,Two year,Electronic check,67.50,3105.00,No
CUST1136,0,Yes,No,71,No,No,Month-to-month,Mailed check,96.15,6826.65,Yes
CUST1137,0,Yes,No,70,Yes,Fiber optic,Two year,Electronic check,64.45,4511.50,Yes
CUST1138,1,No,Yes,68,No,DSL,Month-to-month,Mailed check,75.77,5152.36,Yes
CUST1139,1,No,Yes,1,Yes,DSL,One year,Credit card,90.17,90.17,Yes
CUST1140,1,No,Yes,52,Yes,DSL,One year,Mailed check,58.90,3062.80,Yes
CUST1141,1,No,No,35,No,Fiber optic,Month-to-month,Electronic check,55.33,1936.55,No
CUST1142,0,Yes,Yes,69,No,DSL,Month-to-month,Credit card,28.57,1971.33,No
CUST1143,0,No,Yes,5,Yes,Fiber optic,Two year,Electronic check,78.23,391.15,No
CUST1144,0,Yes,Yes,17,No,No,Month-to-month,Electronic check,90.70,1541.90,No
CUST1145,1,No,Yes,53,No,Fiber optic,Month-to-month,Credit card,78.13,4140.89,Yes
CUST1146,0,No,Yes,52,Yes,DSL,One year,Mailed check,48.35,2514.20,Yes
CUST1147,0,Yes,No,14,Yes,No,Two year,Bank transfer,46.23,647.22,Yes
CUST1148,1,No,No,29,Yes,DSL,Two year,Bank transfer,35.95,1042.55,Yes
CUST1149,1,No,Yes,8,Yes,No,Month-to-month,Mailed check,24.70,197.60,No
CUST1150,1,Yes,Yes,1,Yes,DSL,Two year,Mailed check,62.69,62.69,No
CUST1151,0,No,No,29,Yes,Fiber optic,One year,Credit card,36.05,1045.45,No
CUST1152,0,Yes,Yes,36,No,DSL,One year,Electronic check,89.08,3206.88,Yes
CUST1153,1,Yes,No,51,No,Fiber optic,One year,Credit card,116.17,5924.67,Yes
CUST1154,0,Yes,Yes,37,No,Fiber optic,Month-to-month,Credit card,27.35,1011.95,No
CUST1155,1,Yes,No,69,No,No,Month-to-month,Electronic check,109.30,7541.70,No
CUST1156,1,No,No,53,No,Fiber optic,One year,Electronic check,85.77,4545.81,Yes
CUST1157,0,No,Yes,52,No,Fiber optic,One year,Mailed check,106.03,5513.56,Yes
CUST1158,1,No,No,12,No,Fiber optic,Two year,Electronic check,35.50,426.00,No
CUST1159,1,Yes,Yes,52,No,No,Two year,Electronic check,110.65,5753.80,No
